counter_id,category,oznaka_ceste,naziv,od,do,length_km,lat,lon
3508,DC,DC525,Krajačići,ŽC4162,ŽC4244,8.5,45.21412,17.8514
4918,DC,DC522,Lovinac,LC59099,ŽC5165,7.9,44.463524,15.686248
3704,DC,DC519,Borovo - sjever,LC44116,LC46003,4.8,,
3741,DC,DC518,Jarmina,ŽC4134,ŽC4149,4.1,45.32768,18.72892
2509,DC,DC518,Brijest,DC2,LC44110,7.5,45.516884,18.675051
2506,DC,DC518,Podravlje,ŽC4257,DC2,4.0,45.569688,18.709542
2415,DC,DC517,Harkanovci,LC44050,LC44020,2.8,45.58928,18.3323
2403,DC,DC517,Belišće - sjever,ŽC4033,LC44026,2.1,45.72068,18.432963
2504,DC,DC517,Majiške Međe,ŽC4041,LC44030,1.2,,
4216,AC,AC1,Otočac - jug,čv. Otočac,čv. Perušić,32.1,,
4215,AC,AC1,Žuta Lokva - jug,čv. Žuta Lokva,čv. Otočac,11.5,,
4214,AC,AC1,Brinje - jug,čv. Brinje,čv. Žuta Lokva,11.1,,
3025,AC,AC1,Ogulin - jug,čv. Ogulin,čv. Brinje,28.3,,
3009,AC,AC1,čv. Bosiljevo 2 - jug,čv. Bosiljevo 2,čv. Ogulin,21.1,,
3021,AC,AC1,Bosiljevo 1 - zapad,čv. Bosiljevo 1,čv. Bosiljevo 2,3.9,,
3027,AC,AC1,Novigrad - zapad,čv. Novigrad,čv. Bosiljevo 1,13.6,,
1804,AC,AC1,Karlovac - jug,čv. Karlovac,čv. Novigrad,11.5,,
1920,AC,AC1,Jastrebarsko - jug,čv. Jastrebarsko,čv. Karlovac,18.2,,
1931,AC,AC1,Zdenčina - jug,čv. Zdenčina,čv. Jastrebarsko,6.7,,
1916,AC,AC1,Lučko - jug,čv. Lučko,čv. Zdenčina,15.4,,
1147,DC,DC677,Lepajci,LCepajci,ŽC2160,3.3,46.112794,15.891711
2146,DC,DC548,Bjelovar istočna obilaznica,DC43,DC28,4.5,45.90622,16.87667
4927,DC,DC547,Obrovac,DC54,DC27,3.0,44.2163,15.66723
1942,DC,DC546,Brlenić,ŽC3297,LC31136,3.7,45.62832,15.55158
2147,DC,DC544,Farkaševac,DC12,ŽC3042,1.1,45.88647,16.6339
5417,AC,AC1,Vučevica - jug,čv. Vučevica,čv. Dugopolje,14.1,,
5411,AC,AC1,Prgomet - jug,čv. Prgomet,čv. Vučevica,14.2,,
5410,AC,AC1,Vrpolje - jug,čv. Vrpolje,čv. Prgomet,17.5,,
5447,AC,AC1,Podi - jug,čv. Podi,čv. Vrpolje,7.0,,
5316,AC,AC1,Šibenik - jug,čv. Šibenik,čv. Podi,7.5,,
5315,AC,AC1,Skradin - jug,čv. Skradin,čv. Šibenik,9.2,,
5314,AC,AC1,Pirovac - jug,čv. Pirovac,čv. Skradin,9.8,,
5313,AC,AC1,Benkovac - jug,čv. Benkovac,čv. Pirovac,21.5,,
4921,AC,AC1,Zadar 2 - jug,čv. Zadar 2,čv. Benkovac,16.4,,
4809,AC,AC1,Zadar 1 - jug,čv. Zadar 1,čv. Zadar 2,9.0,,
4806,AC,AC1,Posedarje - jug,čv. Posedarje,čv. Zadar 1,3.6,,
4805,AC,AC1,Maslenica - jug,čv. Maslenica,čv. Posedarje,7.2,,
4909,AC,AC1,Sveti Rok - jug,čv. Sveti Rok,čv. Maslenica,32.7,,
4903,AC,AC1,Gornja Ploča - jug,čv. Gornja Ploča,čv. Sveti Rok,5.6,,
4919,AC,AC1,Gospić - jug,čv. Gospić,čv. Gornja Ploča,23.0,,
4217,AC,AC1,Perušić - jug,čv. Perušić,čv. Gospić,11.2,,
2114,AC,AC3,Ivanić Grad - istok,čv. Ivanić Grad,čv. Križ,9.5,,
2027,AC,AC3,Zagreb (istok) - istok,čv. Rugvica,čv. Ivanić Grad,16.5,,
1910,AC,AC3,Bobovica - zapad,gr. Slovenije,čv. Bobovica,2.5,,
1904,AC,AC2,Zaprešić - sjever,čv. Mokrice,čv. Zaprešić,16.5,,
1115,AC,AC2,Mokrice - sjever,čv. Začretje,čv. Mokrice,12.8,,
1116,AC,AC2,Začretje - sjever,čv. Krapina,čv. Začretje,4.8,,
1113,AC,AC2,Krapina - sjever,čv. Đurmanec,čv. Krapina,10.3,,
1114,AC,AC2,Đurmanec - sjever,čv. Trakošćan,čv. Đurmanec,7.5,,
6030,AC,AC1,čv. Ploče - jug,čv. Ploče,Karamatići,5.4,,
6028,AC,AC1,Vrgorac - jug,čv. Vrgorac,čv. Ploče,10.3,,
6021,AC,AC1,Ravča - jug,čv. Ravča,čv. Vrgorac,9.7,,
6017,AC,AC1,Zagvozd - jug,čv. Zagvozd,čv. Ravča,29.7,,
6015,AC,AC1,Šestanovac - jug,čv. Šestanovac,čv. Zagvozd,11.5,,
5912,AC,AC1,Blato na Cetini - jug,čv. Blato na Cetini,čv. Šestanovac,6.9,,
5911,AC,AC1,Bisko - jug,čv. Bisko,čv. Blato na Cetini,18.1,,
5517,AC,AC1,Dugopolje - jug,čv. Dugopolje,čv. Bisko,10.2,,
1303,AC,AC4,Čakovec - sjever,čv. Goričan,čv. Čakovec,14.0,,
3807,AC,AC3,Spačva - istok,čv. Spačva,čv. Lipovac,12.8,,
3716,AC,AC3,Županja - istok,čv. Županja,čv. Spačva,17.2,,
3714,AC,AC3,Babina Greda - istok,čv. Babina Greda,čv. Županja,12.2,,
3613,AC,AC3,Velika Kopanica - istok,čv. Velika Kopanica,čv. Babina Greda,12.6,,
3617,AC,AC3,čv. Sredanci - istok,čv. Sredanci,čv. Velika Kopanica,7.5,,
3609,AC,AC3,Slavonski Brod (istok) - istok,čv. Slavonski Brod (istok),čv. Sredanci,20.1,,
3511,AC,AC3,Slavonski Brod (zapad) - istok,čv. Slavonski Brod (zap.),čv. Slavonski Brod (ist.),11.5,,
3514,AC,AC3,Lužani - istok,čv. Lužani,čv. Slavonski Brod (zapad),20.3,,
3510,AC,AC3,Nova Gradiška - istok,čv. Nova Gradiška,čv. Lužani,22.5,,
3407,AC,AC3,Okučani - istok,čv. Okučani,čv. Nova Gradiška,15.4,,
3405,AC,AC3,Novska - istok,čv. Novska,čv. Okučani,24.8,,
3323,AC,AC3,Lipovljani - istok,čv. Lipovljani,čv. Novska,6.8,,
3302,AC,AC3,Kutina - istok,čv. Kutina,čv. Lipovljani,14.3,,
2118,AC,AC3,Popovača - istok,čv. Popovača,čv. Kutina,17.7,,
2121,AC,AC3,Križ - istok,čv. Križ,čv. Popovača,13.4,,
2910,AC,AC6,Delnice - zapad,čv. Delnice,čv. Vrata,8.9,,
2906,AC,AC6,Ravna Gora - zapad,čv. Ravna Gora,čv. Delnice,11.0,,
3006,AC,AC6,Vrbovsko - zapad,čv. Vrbovsko,čv. Ravna Gora,15.3,,
3022,AC,AC6,čv. Bosiljevo 2 - zapad,čv. Bosiljevo 2,čv. Vrbovsko,13.8,,
3629,AC,AC5,čv. Sredanci - jug,čv. Sredanci,čv. Svilaj,2.6,,
3616,AC,AC5,Đakovo - jug,čv. Đakovo,čv. Sredanci,21.0,,
3620,AC,AC5,Čepin - jug,čv. Čepin,čv. Đakovo,23.8,,
2515,AC,AC5,Osijek - jug,čv. Osijek,čv. Čepin,8.8,,
2528,AC,AC5,Beli Manastir - jug,čv. Beli Manastir,čv. Osijek,25.1,,
2002,AC,AC4,Sveta Helena - sjever,čv. Komin,čv. Sveta Helena,10.6,,
1229,AC,AC4,Komin - sjever,čv. Breznički Hum,čv. Komin,12.3,,
1225,AC,AC4,Breznički Hum - sjever,čv. Novi Marof,čv. Breznički Hum,9.7,,
1220,AC,AC4,Novi Marof - sjever,čv. Varaždinske Toplice,čv. Novi Marof,8.3,,
1215,AC,AC4,Varaždinske Toplice - sjever,čv. Varaždin,čv. Varaždinske Toplice,6.3,,
1212,AC,AC4,Varaždin - sjever,čv. Ludbreg,čv. Varaždin,7.2,,
1306,AC,AC4,Ludbreg - sjever,čv. Čakovec,čv. Ludbreg,8.2,,
2739,AC,AC9,Medaki - jug,čv. Medaki,čv. Kanfanar,7.4,,
2737,AC,AC9,Baderna - jug,čv. Baderna,čv. Medaki,7.7,,
2735,AC,AC9,Višnjan - jug,čv. Višnjan,čv. Baderna,7.6,,
2733,AC,AC9,Nova Vas - jug,čv. Nova Vas,čv. Višnjan,14.3,,
2731,AC,AC9,Buje - jug,čv. Buje,čv. Nova Vas,6.2,,
2729,AC,AC9,Umag - jug,čv. Umag,čv. Buje,6.0,,
2830,AC,AC8,Vranja - istok,čv. Vranja,čv. Veprinac,9.7,,
2828,AC,AC8,Lupoglav - istok,čv. Lupoglav,čv. Vranja,5.9,,
2826,AC,AC8,Cerovlje - istok,čv. Cerovlje,čv. Lupoglav,12.8,,
2824,AC,AC8,Ivoli - istok,čv. Ivoli,čv. Cerovlje,4.9,,
2745,AC,AC8,Rogovići - istok,čv. Rogovići,čv. Ivoli,5.8,,
2743,AC,AC8,Žminj - istok,čv. Žminj,čv. Rogovići,10.9,,
2741,AC,AC8,Kanfanar - istok,čv. Kanfanar,čv. Žminj,7.3,,
2818,AC,AC7,NP Rupa,čv. Rupa,čv. Jurdani,9.5,,
2933,AC,AC6,Oštrovica - zapad,čv. Oštrovica,čv. Kikovica (Rijeka),9.0,,
2915,AC,AC6,Vrata - zapad,čv. Vrata,čv. Oštrovica,12.4,,
1335,ZC,ŽC2033,Čehovec,LC20058,DC20,3.1,46.35233,16.61455
1334,ZC,ŽC2026,Prelog - sjever,LC20058,DC20,3.5,46.34115,16.6252
1333,ZC,ŽC2022,Mala Subotica,LC20035,DC20,2.3,46.36703,16.52417
1240,ZC,ŽC2015,Nedelišće,LC20052,DC3,1.4,46.38227,16.37432
1241,ZC,ŽC2009,Macinec,LC20056,DC208,1.5,46.38542,16.32487
1242,ZC,ŽC2005,Selnica,ŽC2006,ŽC2253,2.0,46.4858,16.40383
1322,ZC,ŽC2003,Turčišće,LC20030,ŽC2023,2.8,46.42007,16.5971
1249,ZC,ŽC2002,Jalšovec,LC20084,DC227,1.2,46.49885,16.29997
1939,ZC,ŽC1037,Bregana Pisarovinska,LC31186,ŽC3106,3.1,45.61777,15.85977
2049,ZC,ŽC1036,Otok Svibovski,LC10160,LC10161,3.4,45.78095,16.15712
2047,AC,AC11,Buševec - jug,Buševec,LCekenik,11.2,,
2031,AC,AC11,Mraclin - jug,Mraclin,Buševec,9.0,,
6105,AC,AC10,čv. Ploče - istok,čv. Kula Norinska,čv. Ploče,6.7,,
3909,AC,AC9,Vodnjan (jug) - jug,čv. Vodnjan (jug),čv. Pula,6.9,,
3907,AC,AC9,Vodnjan (sjever) - jug,čv. Vodnjan (sjever),čv. Vodnjan (jug),6.2,,
2727,AC,AC9,Kanfanar - jug,čv. Kanfanar,čv. Vodnjan (sjever),14.5,,
1404,ZC,ŽC2114,Molve,LC26037,DC210,3.3,46.12343,17.03022
1318,ZC,ŽC2114,Sigetec,ŽC2113,LC26032,2.0,46.192012,16.913831
1262,ZC,ŽC2101,Nova Ves Petrijanečka,LC25070,DC2,1.3,,
1254,ZC,ŽC2101,Vulišinec,LC25108,ŽC2058,2.5,46.21677,16.03623
1134,ZC,ŽC2096,Prigorje,DC207,LC22091,8.9,,
1331,ZC,ŽC2089,"Križevci, Lepušićeva ulica",ŽC2180,DC22,5.8,46.04292,16.5414
1142,ZC,ŽC2083,Vrbno,LC25176,DC74,3.6,,
1326,ZC,ŽC2081,Rasinja,DC2,LC26004,2.1,46.19775,16.71362
1330,ZC,ŽC2081,Rasinja - sjever,LC26008,DC2,3.2,46.20015,16.71948
1328,ZC,ŽC2076,Veliki Otok,LC26126,DC20,3.9,46.28737,16.80552
1336,ZC,ŽC2072,Struga,LC25099,LC25100,5.1,46.29743,16.65775
1250,ZC,ŽC2063,Črešnjevo,ŽC2066,LC25074,2.2,46.25505,16.28435
1253,ZC,ŽC2050,Remetinec,LC25128,LC25130,1.3,46.18618,16.32962
1261,ZC,ŽC2043,Zlogonje,G.P.,LC25204,0.4,,
1131,ZC,ŽC2042,Cvetlin,G.P.,ŽC2056,1.8,46.28687,15.95678
1321,ZC,ŽC2040,Kotoriba,LC20045,ŽC2041,2.2,46.34263,16.8108
1332,ZC,ŽC2212,Križevački Lemeš,DC41,ŽC2228,4.6,46.02193,16.58047
1327,ZC,ŽC2209,"Križevci, Teslina ulica",DC22,LC26067,0.8,46.0184,16.5374
1940,ZC,ŽC2195,Pojatno - jug,LC31022,ŽC2186,1.6,45.89852,15.79827
1138,ZC,ŽC2195,Jezero Klanječko - jug,DC205,ŽC2191,2.3,,
1932,ZC,ŽC2186,Zaprešić - sjever,ŽC2195,ŽC2262,1.8,45.880994,15.798199
1329,ZC,ŽC2183,Virje,DC2,DC43,4.6,46.05653,16.9896
1251,ZC,ŽC2175,Kračevec,LC25158,LC25163,3.9,46.08183,16.3071
1259,ZC,ŽC2169,Borkovec,ŽC2129,ŽC2129,2.2,,
1258,ZC,ŽC2168,Mali Bukovec,DC29,ŽC2264,5.2,,
1137,ZC,ŽC2160,Štrucljevo,ŽC2161,ŽC2195,5.0,,
1148,ZC,ŽC2160,Švaljkovec,DC1,DC677,1.0,,
1136,ZC,ŽC2155,Klokovec,LC22041,DC507,2.3,,
1135,ZC,ŽC2151,Gaber,LC22006,LC22007,2.2,,
1325,ZC,ŽC2150,Delovi,ŽC2147,DC2,6.3,46.119641,16.957428
1316,ZC,ŽC2143,Hudovljani,LC26094,LC26094,3.8,46.078917,16.802638
1130,ZC,ŽC2125,Mihovljan - zapad,LC22015,ŽC2126,1.5,46.14488,15.9628
2006,ZC,ŽC3034,Vrbovečki Pavlovec,LC31054,ŽC3052,2.4,,
2051,ZC,ŽC3034,Lonjica,ŽC3075,LC31219,1.5,45.85882,16.32778
2050,ZC,ŽC3034,Dugo Selo - zapad,G.A.P.,ŽC3070,1.9,45.8103,16.20345
2225,ZC,ŽC3027,Šandrovac,ŽC3029,ŽC2232,2.5,45.90677,17.01952
2052,ZC,ŽC3016,Brezovec Zelinski,LC31037,ŽC3017,2.4,45.90717,16.25997
2133,ZC,ŽC3003,Kraljevac,ŽC2143,LC26121,5.0,,
1317,ZC,ŽC3002,Križevci,LC26064,ŽC3034,1.8,46.022118,16.532021
1221,ZC,ŽC2269,Novi Marof,LC25128,LC25131,1.7,,
1238,ZC,ŽC2264,Poznanovec,ŽC2201,ŽC2168,0.8,46.052241,16.037029
1144,ZC,ŽC2264,Bračak,DC14,DC14,4.8,,
1102,ZC,ŽC2258,Pleš (Bednja),LC25012,LC25105,2.4,46.23802,15.9636
1139,ZC,ŽC2248,Jelenjak,ŽC2151,ŽC2241,5.8,,
2130,ZC,ŽC2231,Sišćani,DC43,ŽC3283,3.1,,
2054,ZC,ŽC2224,Karivaroš,ŽC2226,DC29,7.6,,
1941,ZC,ŽC2220,Ivanec Bistranski,ŽC2262,G.A.P.,3.8,45.86205,15.84063
1938,ZC,ŽC2217,Stubička Slatina,ŽC2218,LC22100,1.7,45.9756,15.86103
2126,ZC,ŽC3124,Popovača,LC33018,ŽC3131,0.4,45.56752,16.63272
2124,ZC,ŽC3124,Graberje Ivanićko,ŽC3125,ŽC3126,5.6,45.7078,16.476164
2044,ZC,ŽC3121,Lijeva Luka,LC33011,LC33012,3.2,45.61245,16.35453
1944,ZC,ŽC3106,Kupinec,LC10165,ŽC1037,6.8,45.6403,15.81367
1945,ZC,ŽC3102,Volavje,DC1,LC31135,4.6,45.65345,15.60833
2134,ZC,ŽC3090,Tociljevac,LC37074,ŽC3092,9.0,,
2132,ZC,ŽC3082,Donja Šušnjara,LC37067,DC26,14.3,,
2056,ZC,ŽC3074,Gornja Greda,ŽC3034,LC31171,11.0,,
2053,ZC,ŽC3070,Rugvica,ŽC3034,DC43,4.8,45.77053,16.23257
1951,ZC,ŽC3067,Donji Stupnik,LC10166,DC1,3.2,,
1946,ZC,ŽC3064,Rakitje,ŽC3063,LC31101,1.7,45.80047,15.82468
1947,ZC,ŽC3063,Bestovje,AC3,ŽC3060,2.6,45.80735,15.81142
1950,ZC,ŽC3061,Žitarka,ŽC3066,DC1,1.9,,
1949,ZC,ŽC3055,Donja Reka,ŽC3104,DC1,2.9,,
2055,ZC,ŽC3041,Kloštar Ivanić,LC31177,ŽC3074,4.2,,
1948,ZC,ŽC3035,Javorje,LC31215,DC225,1.7,,
3122,ZC,ŽC3186,Podgorje,DC6,LC33194,9.8,45.33956,15.86129
3120,ZC,ŽC3185,Belaj,LC34080,LC34082,2.9,45.42393,15.5495
3030,ZC,ŽC3182,Sveti Petar Mrežnički,ŽC3184,ŽC3183,3.4,45.43698,15.49727
3036,ZC,ŽC3179,Zagradci,ŽC3180,LC34066,1.3,,
3034,ZC,ŽC3176,Erdelj,LC34102,DC23,3.9,45.36785,15.3634
3033,ZC,ŽC3175,Ogulin - sjeveroistok,LC34104,DC42,12.1,45.27002,15.25573
2226,ZC,ŽC3169,Trojeglava,LC37149,LC37150,3.1,,
3312,ZC,ŽC3168,Poljana,ŽC4236,ŽC3167,5.6,45.47035,16.9777
2136,ZC,ŽC3167,Ciglenica,DC45,LC37140,5.5,,
3121,ZC,ŽC3152,Dugo Selo Lasinjsko,LC33198,ŽC3194,9.4,45.47925,15.89713
1808,ZC,ŽC3144,Tomašnica,DC6,LC34028,6.8,,
3029,ZC,ŽC3141,Kučevice,LC34056,DC541,3.1,45.4909,15.3968
2223,ZC,ŽC3133,Ladislav,DC28,ŽC3132,8.0,45.70797,17.0306
2129,ZC,ŽC3128,Suhaja,DC26,ŽC3130,11.8,45.7316,16.63022
3314,ZC,ŽC3124,Brestača,ŽC3249,DC47,4.1,45.35498,16.96245
3313,ZC,ŽC3124,Kutina,ŽC3212,ŽC3213,3.4,45.47043,16.79783
1807,ZC,ŽC3297,Podbrežje,LC31185,ŽC3099,3.2,45.62357,15.48915
3315,ZC,ŽC3294,Donji Cerovljani,LC33177,LC33178,3.7,45.21053,16.78848
3320,ZC,ŽC3294,Staza,LC33129,LC33120,2.7,45.32613,16.590072
3119,ZC,ŽC3290,Kolarić,DC1,DC216,10.5,45.32825,15.61572
2131,ZC,ŽC3284,Marčani,DC43,LC31126,6.7,,
2216,ZC,ŽC3272,Badljevina - istok,ŽC3172,DC5,4.4,45.51385,17.2025
3117,ZC,ŽC3266,Gornji Popovac,LC34153,ŽC3303,5.3,45.1162,15.59482
3115,ZC,ŽC3258,Gornje Taborište,DC1,LC34140,0.3,45.12545,15.57995
3116,ZC,ŽC3256,Slunj centar,LC34151,DC1,0.7,45.11488,15.57858
3031,ZC,ŽC3254,Puškarići,LC34098,DC42,0.8,45.26783,15.19815
3416,ZC,ŽC3252,Stari Grabovac,DC312,LC33144,11.4,45.32202,17.00992
3213,ZC,ŽC3234,Ravno Rašće,DC6,LC33196,2.2,45.29982,16.13362
3211,ZC,ŽC3231,Gornje Selište,DC6,LC33086,1.9,45.32197,16.0691
3123,ZC,ŽC3229,Staro Selo Topusko,LC33080,ŽC3228,12.2,45.267,15.97167
3212,ZC,ŽC3201,Hrastovica,DC30,ŽC3235,6.9,45.40795,16.29333
3118,ZC,ŽC3189,Krnjak,LC34114,DC1,3.4,45.3369,15.60265
2416,ZC,ŽC4067,Brođanci,DC2,ŽC4081,5.3,45.54462,18.44967
2414,ZC,ŽC4050,Belišće - istok,DC517,ŽC4051,3.3,45.67365,18.41348
2519,ZC,ŽC4042,Lug,LC44139,ŽC4056,6.2,45.6658,18.75995
2518,ZC,ŽC4041,Jagodnjak,DC517,ŽC4054,13.9,45.69785,18.6063
2413,ZC,ŽC4031,Šljivoševci,DC53,ŽC4049,2.6,45.656905,18.216835
3518,ZC,ŽC4030,Gradac,LC41056,DC38,3.0,45.298,17.80806
3519,ZC,ŽC4030,Ferovac,ŽC4101,LC41043,3.7,45.38545,17.86167
2312,ZC,ŽC4030,Orahovica,ŽC4070,LC40080,1.3,45.52767,17.87872
2311,ZC,ŽC4030,Crnac,ŽC4045,LC40065,2.8,45.68133,17.93488
2308,ZC,ŽC4030,Krčenik,DC34,ŽC4045,10.2,45.75367,17.96798
2309,ZC,ŽC4024,Čađavica,LC40041,DC34,5.3,45.76377,17.83185
2310,ZC,ŽC4024,Suhopolje,DC538,LC40027,1.8,45.80928,17.52287
2222,ZC,ŽC4022,Borova,G.A.P.,LC40024,2.3,45.78817,17.45792
2221,ZC,ŽC4007,Rogovac,DC2,ŽC4008,4.5,45.90542,17.29468
2227,ZC,ŽC4002,Velika Pisanica,LC37081,DC28,2.1,,
2220,ZC,ŽC4002,Otrovanec,DC2,LC40002,3.2,45.93257,17.21563
3417,ZC,ŽC4158,Mašić,LC42005,ŽC4156,7.0,45.26575,17.32475
3730,ZC,ŽC4150,Petrovci,G.A.P.,LC46013,3.7,45.29638,18.9487
3414,ZC,ŽC4141,Cernik,ŽC4139,ŽC4158,1.9,45.27172,17.38337
3729,ZC,ŽC4137,Bogdanovci,DC55,G.A.P.,9.3,45.33732,18.9278
3725,ZC,ŽC4133,Vrbica,LC44135,DC46,2.6,45.30472,18.55957
3724,ZC,ŽC4130,Semeljci,LC44134,ŽC4132,1.5,45.358418,18.534916
3728,ZC,ŽC4121,Korog,ŽC4122,ŽC4148,6.3,45.40283,18.7494
3523,ZC,ŽC4116,Vetovo,ŽC4101,DC51,7.0,45.40627,17.78853
3521,ZC,ŽC4115,Alilovci,ŽC4101,G.A.P.,6.2,45.3816,17.69413
3522,ZC,ŽC4113,Pasikovci - sjever,DC38,LC41022,5.5,45.39058,17.50845
3727,ZC,ŽC4111,Bobota,DC2,LC46002,3.1,45.4263,18.85748
3628,ZC,ŽC4106,Krndija,ŽC4105,LC44105,3.4,45.45245,18.38127
3627,ZC,ŽC4105,Budimci,LC44048,ŽC4080,5.2,45.46088,18.3187
3527,ZC,ŽC4100,Donji Lipovac,LC42010,ŽC4158,4.4,,
2520,ZC,ŽC4085,Livana,ŽC4247,G.A.P.,1.9,45.52865,18.605824
2412,ZC,ŽC4075,Pribiševci,ŽC4076,DC53,2.8,45.53087,18.09035
2837,ZC,ŽC5012,Permani,ŽC5015,DC8,1.2,45.4143,14.2987
2756,ZC,ŽC5011,Buzet,GP,DC44,7.3,45.43262,13.96642
2753,ZC,ŽC5007,Karojba,LC50059,ŽC5042,1.9,45.31115,13.82395
4502,ZC,ŽC4299,Vrbanja,DC537,ŽC4230,8.7,44.99607,18.93082
2521,ZC,ŽC4257,Mece,LC44033,ŽC4042,6.2,45.62138,18.71712
3526,ZC,ŽC4244,Malino,LC42028,ŽC4204,3.5,45.17042,17.7144
3415,ZC,ŽC4236,Dobrovac,LC41005,DC47,4.0,45.4227,17.12823
3736,ZC,ŽC4224,Komletinci,DC537,ŽC4225,11.0,,
3735,ZC,ŽC4218,Babina Greda,ŽC4220,LC46017,5.5,,
3623,ZC,ŽC4210,Gornja Vrba,G.A.P.,LC42058,1.0,45.15477,18.06332
3631,ZC,ŽC4202,Čajkovci,ŽC4190,DC7,4.8,45.19715,18.38118
3624,ZC,ŽC4202,Bukovlje,LC42040,ŽC4187,3.9,45.18367,18.07475
3517,ZC,ŽC4202,Gromačnik,DC525,G.A.P.,3.6,45.17862,17.95947
3811,ZC,ŽC4173,Lovas,ŽC4174,DC46,5.9,45.1736,19.15615
3731,ZC,ŽC4170,Andrijaševci,ŽC4166,ŽC4167,5.8,45.21747,18.72817
3413,ZC,ŽC4158,Rešetari,ŽC4142,ŽC4143,3.0,45.25657,17.42747
2943,ZC,ŽC5094,Donji Zagon,DC8,LC58083,3.9,45.13663,14.80615
2760,ZC,ŽC5079,Laginji,LC50113,LC50111,4.4,,
2752,ZC,ŽC5077,Frkeči,LC50140,LC50112,2.4,45.07493,13.98323
2766,ZC,ŽC5072,Sveti Lovreč - zapad,LC50090,ŽC5209,5.6,,
2940,ZC,ŽC5062,Fužine,DC3,ŽC5068,6.9,45.3104,14.71617
2945,ZC,ŽC5059,Krasica,ŽC5205,ŽC5060,5.7,45.315,14.54625
2839,ZC,ŽC5055,Dražice,LC58021,ŽC5028,1.7,45.3739,14.47395
2840,ZC,ŽC5047,Rubeši,LC58043,ŽC5019,1.2,45.36877,14.336
2832,ZC,ŽC5047,Bregi,ŽC5048,ŽC5052,5.4,45.345646,14.296192
2759,ZC,ŽC5046,Novaki Pazinski,G.A.P.,LC50079,1.0,,
2758,ZC,ŽC5042,Nova Vas,LC50046,AC9,4.0,,
2939,ZC,ŽC5034,Ravna Gora,AC6,ŽC5069,1.0,45.37927,14.91563
2942,ZC,ŽC5033,Kuželj,G.P.,DC203,12.0,45.47837,14.80535
2834,ZC,ŽC5025,Viškovo,ŽC5017,LC58018,1.9,45.389379,14.387194
2833,ZC,ŽC5021,Kastav,ŽC5206,ŽC5020,1.5,45.37384,14.355996
2838,ZC,ŽC5017,Škalnica,LC58012,LC58013,0.806,45.4688,14.29863
5007,ZC,ŽC5203,Malovan,ŽC6009,DC1,1.1,44.25507,16.0573
3912,ZC,ŽC5200,Pomer,G.A.P.,ŽC5119,1.1,44.83612,13.89905
3035,ZC,ŽC5191,Jezerane - zapad,ŽC5094,DC23,25.7,45.0551,15.20515
2941,ZC,ŽC5191,Sunger,ŽC5068,LC58060,5.2,45.32628,14.81542
4932,ZC,ŽC5165,Gornja Ploča,LC59111,LC59113,2.3,,
4220,ZC,ŽC5155,Perušić zona,AC1,LC59146,3.8,44.66532,15.41913
4222,ZC,ŽC5140,Krasno - istok,ŽC5126,ŽC5146,5.7,44.82017,15.06876
4108,ZC,ŽC5139,Rab,LC58105,DC105,3.8,44.761072,14.764098
4221,ZC,ŽC5128,Podum,LC59034,DC50,2.2,44.8793,15.25558
4223,ZC,ŽC5126,Krasno,ŽC5140,LC59029,0.2,44.82303,15.04963
4112,ZC,ŽC5126,Oltari,DC8,LC59133,14.7,44.87398,14.98197
2944,ZC,ŽC5125,Punat,DC102,Stara Baška,12.1,45.03935,14.62588
4004,ZC,ŽC5122,Pavićini,ŽC5119,D. Uvala,2.1,44.92543,14.01665
3913,ZC,ŽC5115,Šurida,LC50162,Padulj,1.4,44.90073,13.83005
2835,ZC,ŽC5103,Salakovci,DC66,LC50150,4.8,45.07048,14.09312
2754,ZC,ŽC5096,Kokuletovica,ŽC5175,ŽC5186,7.7,45.06228,13.69205
5323,ZC,ŽC6064,Vrana,ŽC6042,LC63180,5.0,43.928897,15.508452
5431,ZC,ŽC6055,Oklaj,LC65014,DC6056,2.0,43.96048,16.07927
4826,ZC,ŽC6042,Galovac,ŽC6040,LC63113,3.7,44.0823,15.35648
4812,ZC,ŽC6040,Zemunik Donji - sjever,LC63065,ŽC6011,0.9,44.106901,15.380551
4926,ZC,ŽC6027,Buković,LC63123,LC63130,1.1,44.029945,15.638516
4933,ZC,ŽC6026,Zelengrad,LC63082,ŽC6025,8.8,,
4928,ZC,ŽC6025,Bilišane,ŽC6026,LC63082,5.9,44.19113,15.69435
4830,ZC,ŽC6019,Posedarje,DC8,ŽC6020,1.1,44.20897,15.46382
4824,ZC,ŽC6011,Ninski Stanovi,ŽC6004,ŽC6007,9.7,44.232001,15.191193
4823,ZC,ŽC6007,Mazija,ŽC6011,G.A.P.,1.7,44.180973,15.273056
2702,ZC,ŽC5220,Kaštel,DC510,LC50012,3.2,45.444182,13.655949
4923,ZC,ŽC5217,Mazin - jug,LC59118,DC1,21.6,,
4305,ZC,ŽC5217,Donji Lapac,ŽC5218,ŽC5168,3.6,,
2761,ZC,ŽC5209,Medaki,AC9,DC75,1.7,,
2721,ZC,ŽC5209,Baderna - sjever,LC50095,DC48,2.7,45.216,13.75257
2911,ZC,ŽC5205,Mavrinci,AC6,LC58110,4.8,45.34317,14.50155
6024,ZC,ŽC6182,Kamenmost,DC60,LC67162,2.0,43.429298,17.198879
