year,category,oznaka_ceste,road_number,counter_id,naziv,smjer,pgdp,pldp,od,do,section_desc,length_km,brojenje,lat,lon,od_loc,do_loc,length_km_loc,naziv_loc
2021,DC,DC1,1,1101,Macelj,,2161.0,3029.0,ŽC2258,DC207,Ž2258 - D207,8.9,NAB,46.259363,15.860228,ŽC2258,LC22001,3.0,Macelj
2021,DC,DC1,1,1104,Đurmanec,,4761.0,5288.0,DC207,DC206,D207 - D206,4.7,NAB,46.193698,15.843882,DC207,DC206,4.7,Đurmanec
2021,DC,DC1,1,1122,Čveki,,5215.0,5431.0,DC35,ŽC2158,D35 - Ž2158,2.3,NAB,46.082966,15.91693,DC35,ŽC2159,2.5,Čveki
2021,DC,DC1,1,1146,Sveti Križ Začretje,,5169.0,5196.0,ŽC2158,ŽC2195,Ž2158 - Ž2195,6.0,NAB,46.07782,15.91342,ŽC2158,ŽC2195,6.0,Sveti Križ Začretje
2021,DC,DC1,1,1128,Zabok,,11095.0,11005.0,ŽC2264,DC205,Ž2264 - D205,3.5,PAB,,,,,,
2021,DC,DC1,1,1927,Veliko Trgovišće,,11874.0,12055.0,DC307,ŽC2217,D307 - Ž2217,4.5,NAB,45.99009,15.851,DC307,ŽC2217,4.5,Veliko Trgovišće
2021,DC,DC1,1,1937,Pojatno,,18763.0,18761.0,ŽC3036,A2,Ž3036 - A2,7.2,NAB,45.90432,15.81248,ŽC3036,ŽC2262,4.0,Pojatno
2021,DC,DC1,1,1935,Gornji Stupnik,,7419.0,8867.0,LC31102,ŽC3061,L31102 - Ž3061,1.9,NAB,45.754815,15.822892,LC31102,ŽC3061,1.9,Gornji Stupnik
2021,DC,DC1,1,1929,Klinča Sela,,10801.0,12844.0,ŽC3106,LC31143,Ž3106 - L31143,1.7,NAB,45.690829,15.733237,DC543,LC31143,1.7,Klinča Sela
2021,DC,DC1,1,1928,Izimje,,6786.0,8762.0,ŽC3102,LC31136,Ž3102 - L31136,2.6,NAB,45.63189,15.608176,ŽC3102,LC31136,2.5,Izimje
2021,DC,DC1,1,1954,Lug - jug,jug,5865.0,7777.0,ŽC3146,DC228,Ž3146 - D228,5.7,NAB,45.54327,15.56995,ŽC3146,DC228,5.7,Lug - jug
2021,DC,DC1,1,3114,Karlovac,,25309.0,27797.0,DC228,DC3,D228 - D3,3.9,NAB,,,DC228,DC3,3.9,Karlovac
2021,DC,DC1,1,3101,Tušilović,,9003.0,12912.0,ŽC3188,LC34082,Ž3188 - L34082,3.6,NAB,45.40067,15.613074,DC3,DC6,14.5,Tušilović
2021,DC,DC1,1,3105,Blagaj,,5077.0,8919.0,LC34120,LC34140,L34120 - L34140,11.4,NAB,45.222804,15.55605,LC34120,LC34140,11.4,Blagaj
2021,DC,DC1,1,3106,Slunj,,5912.0,9919.0,LC34140,ŽC3258,L34140 - Ž3258,4.7,NAB,45.125623,15.574179,LC34140,ŽC3258,4.7,Slunj
2021,DC,DC1,1,4313,Sadilovac,,1518.0,2096.0,LC34160,LC59136,L34160 - L59136,6.7,NAB,44.92992,15.70092,LC34160,LC59136,6.7,Sadilovac
2021,DC,DC1,1,4308,Prijeboj - sjeveroistok,,1426.0,2317.0,LC59027,ŽC5201,L59027 - Ž5201,9.3,NAB,44.842105,15.674561,LC59027,DC429,9.3,Prijeboj - sjeveroistok
2021,DC,DC1,1,4302,Prijeboj,,4894.0,11353.0,DC429,LC59045,D429 - L59045,7.9,PAB,44.82998,15.67352,DC429,LC59045,7.9,Prijeboj - jug
2021,DC,DC1,1,4309,Korenica,,5094.0,10315.0,DC52,LC59045,D52 - L59045,2.4,NAB,44.763316,15.691754,DC52,LC59045,2.4,Korenica
2021,DC,DC1,1,4304,Jošan,,3456.0,7863.0,LC59064,ŽC5195,L59064 - Ž5195,12.3,NAB,44.580312,15.744271,LC59064,ŽC5195,12.3,Jošan
2021,DC,DC1,1,4901,Mutilić (Udbina),,1716.0,3461.0,LC59101,LC59117,L59101 - L59117,7.9,NAB,44.496942,15.763978,ŽC5195,LC59117,7.9,Mutilić (Udbina)
2021,DC,DC1,1,4929,Gračac - sjever,sjever,2030.0,3817.0,LC63032,DC27,L63032 - D27,2.1,PAB,,,,,,
2021,DC,DC1,1,4907,Gračac - istok,istok,1943.0,2875.0,DC27,LC63033,D27 - L63033,3.4,NAB,44.298884,15.863217,DC27,LC63033,3.4,Gračac - istok
2021,DC,DC1,1,5002,Pađene,,1650.0,2525.0,LC65008,DC59,L65008 - D59,3.2,NAB,44.056366,16.146651,LC65008,DC59,3.2,Pađene
2021,DC,DC1,1,5010,Stara Straža,,2486.0,3712.0,DC59,LC65004,D59 - L65004,2.3,NAB,44.05843,16.16937,DC59,LC65004,2.3,Stara Straža
2021,DC,DC1,1,5418,Kijevo,,1629.0,2227.0,ŽC6058,ŽC6083,Ž6058 - Ž6083,18.4,NAB,43.983669,16.352127,LC65013,LC65016,2.7,Kijevo
2021,DC,DC1,1,5524,Sinj,,8081.0,8971.0,ŽC6118,DC219,Ž6118 - D219,3.3,NAB,43.720748,16.641355,ŽC6118,DC219,3.3,Sinj
2021,DC,DC1,1,5504,Brnaze,,12012.0,13806.0,DC60,LC67041,D60 - L67041,1.7,NAB,43.679316,16.649053,DC60,LC67041,1.7,Brnaze
2021,DC,DC1,1,5526,Dicmo,,12637.0,14540.0,ŽC6116,ŽC6120,Ž6116 - Ž6120,2.7,NAB,43.641,16.599405,ŽC6119,ŽC6120,0.9,Dicmo
2021,DC,DC1,1,5523,Dugopolje,,29630.0,39066.0,A1,DC56,A1 - D56,3.6,NAB,,,A1,DC56,3.6,Dugopolje
2021,DC,DC1,1,5441,Dračevac,,40860.0,49376.0,DC56,DC8,D56 - D8,8.7,NAB,,,DC56,DC8,8.7,Dračevac
2021,DC,DC2,2,1203,Dubrava Križovljanska,,2634.0,3546.0,GP,LC25001,GP - L25001,0.7,NAB,46.379808,16.063727,LC25001,ŽC2027,1.6,Dubrava Križovljanska
2021,DC,DC2,2,1208,Majerje,,9898.0,11143.0,ŽC2046,ŽC2037,Ž2046 - Ž2037,2.5,NAB,46.33703,16.2524,ŽC2046,ŽC2037,2.5,Majerje
2021,DC,DC2,2,1235,Hrašćica,,5209.0,6004.0,LC25194,DC35,L25194 - D35,4.6,NAB,46.315776,16.291403,ŽC2037,DC35,6.8,Hrašćica
2021,DC,DC2,2,1266,Poljana Biškupečka,,6474.0,7613.0,ŽC2050,DC228,Ž2050 - D228,4.2,NAB,46.2684,16.34303,ŽC2050,DC528,4.2,Poljana Biškupečka
2021,DC,DC2,2,1210,Varaždin - jug,jug,17945.0,18970.0,DC528,DC3,D528 - D3,4.9,NAB,,,DC528,DC3,4.9,Varaždin - jug
2021,DC,DC2,2,1244,Trnovec Bartolovečki,,8700.0,8650.0,ŽC2053,LC25082,Ž2053 - L25082,1.8,NAB,46.297936,16.420761,ŽC2053,LC25082,1.8,Trnovec Bartolovečki
2021,DC,DC2,2,1307,Ludbreg - zapad,zapad,7185.0,7154.0,LC25094,ŽC2075,L25094 - Ž2075,1.9,NAB,46.261976,16.581056,LC25094,ŽC2075,1.9,Ludbreg - zapad
2021,DC,DC2,2,1308,Ludbreg - istok,istok,6365.0,6301.0,DC24,LC25104,D24 - L25104,1.5,PAB,46.2409,16.6311,LC25187,LC25187,0.75,Ludbreg - istok
2021,DC,DC2,2,1323,Koprivnica - jug,jug,8735.0,8928.0,DC41,DC41,D41 - D41,2.9,NAB,46.14937,16.8141,DC41,DC41,2.9,Koprivnica - jug
2021,DC,DC2,2,1312,Plavšinac,,6092.0,6207.0,LC26034,LC26100,L26034 - L26100,1.6,NAB,46.096874,16.928907,LC26034,LC26100,1.6,Plavšinac
2021,DC,DC2,2,1405,Đurđevac - zapad,zapad,5238.0,5180.0,ŽC2183,DC43,Ž2183 - D43,5.6,PAB,,,,,,
2021,DC,DC2,2,1403,Đurđevac,,6927.0,7255.0,ŽC2247,LC26112,Ž2247 - L26112,3.3,NAB,46.027616,17.074317,ŽC2247,LC26112,3.3,Đurđevac
2021,DC,DC2,2,2201,Kloštar Podravski,,5704.0,6127.0,ŽC2185,LC40001,Ž2185 - L40001,3.6,NAB,45.9793,17.16465,ŽC2185,LC40001,3.6,Kloštar Podravski
2021,DC,DC2,2,2217,Pitomača - istok,istok,6167.0,6512.0,ŽC4002,LC40005,Ž4002 - L40005,5.4,NAB,45.943173,17.239203,ŽC4002,LC40005,5.4,Pitomača - istok
2021,DC,DC2,2,2203,Virovitica,,7802.0,8057.0,LC40020,ŽC4024,L40020 - Ž4024,9.0,NAB,45.819035,17.425193,DC5,DC538,11.9,Virovitica
2021,DC,DC2,2,2302,Cabuna,,4511.0,4685.0,LC40034,LC40036,L40034 - L40036,2.9,NAB,45.749072,17.589238,LC40034,LC40036,2.9,Cabuna
2021,DC,DC2,2,2307,Slatina obilaznica,,3357.0,3563.0,ŽC4025,DC34,Ž4025 - D34,2.1,NAB,45.7225,17.6726,ŽC4296,ŽC4025,4.8,Slatina obilaznica
2021,DC,DC2,2,2305,Čačinci - jug,jug,3120.0,3274.0,ŽC4063,DC314,Ž4063 - D314,4.4,NAB,45.585871,17.887112,ŽC4063,LC40085,3.7,Čačinci - jug
2021,DC,DC2,2,2408,Feričanci - istok,istok,3406.0,3576.0,ŽC4058,ŽC4075,Ž4058 - Ž4075,2.4,PAB,,,,,,
2021,DC,DC2,2,3635,Martin,,4958.0,5219.0,DC53,ŽC4077,D53 - Ž4077,1.4,NAB,45.493136,18.080812,DC53,ŽC4077,1.4,Martin
2021,DC,DC2,2,2407,Našice,,3654.0,3856.0,LC44044,LC44045,L44044 - L44045,1.7,NAB,45.525098,18.140254,LC44044,LC44045,1.7,Našice
2021,DC,DC2,2,2406,Bizovac - zapad,zapad,2687.0,2848.0,ŽC4067,ŽC4060,Ž4067 - Ž4060,0.4,PAB,45.59166,18.4573,ŽC4067,ŽC4060,0.4,Bizovac - zapad
2021,DC,DC2,2,2522,Osijek juž. obil. Višnjevac,,8921.0,8977.0,A5,DC7,A5 - D7,5.6,PAB,,,A5,DC7,5.6,Osijek juž. obil. Višnjevac
2021,DC,DC2,2,2508,Osijek južna obilaznica,,23635.0,22637.0,DC7,Mandića,D7 - Mandića,2.4,NAB,,,DC7,Mandića,2.4,Osijek južna obilaznica
2021,DC,DC2,2,2523,Osijek juž. obil. Bosutsko,,22955.0,22825.0,ŽC4085,Vinkovačka,Ž4085 - Vinkovačka,1.2,PAB,,,,,,
2021,DC,DC2,2,3701,Klisa aerodrom - sjever,sjever,5340.0,5211.0,LC44115,DC418,L44115 - D418,1.3,NAB,45.492108,18.813362,LC44115,DC418,1.3,Klisa aerodrom - sjever
2021,DC,DC2,2,3723,Vukovar,,12933.0,12760.0,DC55,DC57,D55 - D57,4.3,NAB,,,DC55,DC57,4.3,Vukovar
2021,DC,DC2,2,3801,Sotin,,3322.0,3497.0,ŽC4152,LC46013,Ž4152 - L46013,2.7,NAB,45.300584,19.090856,DC57,LC46016,14.8,Sotin
2021,DC,DC2,2,3809,Ilok,,1062.0,1247.0,ŽC4199,ŽC4200,Ž4199 - Ž4200,3.5,NAB,45.214702,19.394997,LC46037,ŽC4200,2.1,Ilok
2021,DC,DC3,3,1339,Hodošan - zapad,zapad,863.0,828.0,ŽC2034,ŽC2033,Ž2034 - Ž2033,2.7,NAB,46.38503,16.63537,ŽC2034,ŽC2033,2.7,Hodošan - zapad
2021,DC,DC3,3,1315,Štefanec,,3676.0,4031.0,ŽC2022,LC20028,Ž2022 - L20028,2.9,PAB,,,,,,
2021,DC,DC3,3,1234,Čakovec,,7983.0,8483.0,DC20,ŽC2031,D20 - Ž2031,1.9,NAB,46.375258,16.464133,DC20,DC209,6.9,Čakovec
2021,DC,DC3,3,1256,Nedelišće,,16481.0,15468.0,DC209,ŽC2015,D209 - Ž2015,1.9,PAB,46.3768,16.38268,DC209,ŽC2015,1.9,Nedelišće - centar
2021,DC,DC3,3,1205,Pušćine,,11474.0,11769.0,DC208,LC20048,D208 - L20048,3.4,NAB,46.363663,16.369642,DC208,LC20048,3.4,Pušćine
2021,DC,DC3,3,1221,Novi Marof,,8246.0,8491.0,LC25131,ŽC2136,L25131 - Ž2136,1.1,NAB,,,,,,
2021,DC,DC3,3,1245,Paka,,4525.0,4766.0,ŽC2134,ŽC2171,Ž2134 - Ž2171,2.1,NAB,46.11868,16.29383,ŽC2134,ŽC2171,2.1,Paka
2021,DC,DC3,3,2003,Blažev Dol,,7613.0,7462.0,LC31036,ŽC3016,L31036 - Ž3016,1.2,NAB,45.93017,16.23431,LC31036,ŽC3016,1.2,Blažev Dol
2021,DC,DC3,3,2032,Belovar,,11330.0,11345.0,ŽC1006,LC10157,Ž1006 - L10157,1.5,PAB,,,,,,
2021,DC,DC3,3,3003,Duga Resa,,10812.0,12164.0,ŽC3181,DC23,Ž3181 - D23,3.7,NAB,45.459292,15.492428,DC1,DC23,6.7,Duga Resa
2021,DC,DC3,3,3032,Lišnica,,3000.0,3803.0,LC34065,LC34064,L34065 - L34064,1.4,NAB,45.45473,15.45518,LC34065,LC34064,1.4,Lišnica
2021,DC,DC3,3,3005,Vrbovsko,,1116.0,1676.0,LC58032,LC58037,L58032 - L58037,8.3,NAB,45.391432,15.10519,LC58032,DC42,8.3,Vrbovsko
2021,DC,DC3,3,2937,Skrad,,1399.0,1863.0,LC58030,LC58102,L58030 - L58102,6.5,PAB,,,,,,
2021,DC,DC3,3,2905,Delnice,,6001.0,7843.0,DC203,DC32,D203 - D32,1.8,NAB,45.391458,14.792988,LC58116,DC32,0.9,Delnice
2021,DC,DC3,3,2935,Gornje Jelenje,,2639.0,3690.0,ŽC5032,DC501,Ž5032 - D501,0.5,NAB,45.36429,14.624004,ŽC5032,DC501,0.5,Gornje Jelenje
2021,DC,DC5,5,2202,Terezino Polje,,578.0,917.0,LC40009,ŽC4004,L40009 - Ž4004,3.6,NAB,45.937227,17.461143,LC40008,LC40009,0.75,Terezino Polje
2021,DC,DC5,5,2214,Virovitica obilaznica sj.,,1799.0,2109.0,ŽC4249,DC2,Ž4249 - D2,3.7,NAB,45.848676,17.370312,DC538,DC2,6.1,Virovitica obilaznica sj.
2021,DC,DC5,5,2215,Virovitica obilaznica jug,,1163.0,1386.0,DC2,ŽC4251,D2 - Ž4251,4.4,NAB,45.834484,17.350603,DC2,DC2,4.2,Virovitica obilaznica jug
2021,DC,DC5,5,2205,Grubišno Polje,,3835.0,4107.0,ŽC3094,ŽC3139,Ž3094 - Ž3139,2.7,NAB,45.70023,17.16725,ŽC3094,ŽC3139,2.7,Grubišno Polje
2021,DC,DC5,5,2206,Končanica - zapad,zapad,2813.0,2916.0,LC37118,ŽC3138,L37118 - Ž3138,2.3,NAB,45.641916,17.161156,LC37118,ŽC3138,2.3,Končanica - zapad
2021,DC,DC5,5,2230,Doljani,,5102.0,5242.0,ŽC3291,ŽC3172,Ž3291 - Ž3172,2.3,NAB,45.5825,17.22197,ŽC3170,ŽC3172,2.3,Doljani
2021,DC,DC5,5,2213,Badljevina,,2432.0,2567.0,ŽC3272,LC41002,Ž3272 - L41002,0.4,NAB,45.51227,17.192326,ŽC3272,LC41002,0.4,Badljevina
2021,DC,DC5,5,3411,Filipovac,,5356.0,5704.0,LC41014,DC47,L41014 - D47,3.1,NAB,45.42091,17.17589,LC41014,DC5,2.8,Filipovac
2021,DC,DC5,5,3406,Cage,,1100.0,1301.0,LC42001,ŽC3252,L42001 - Ž3252,7.5,NAB,45.29477,17.20727,LC42001,ŽC3252,7.5,Cage
2021,DC,DC5,5,3412,Okučani,,3393.0,3747.0,ŽC4241,ŽC4158,Ž4241 - Ž4158,0.8,NAB,45.257745,17.206067,ŽC4241,ŽC4158,0.8,Okučani
2021,DC,DC5,5,3410,Stara Gradiška,,3383.0,4656.0,ŽC4226,ŽC4227,Ž4226 - Ž4227,1.0,NAB,45.154367,17.23924,ŽC4226,ŽC4227,1.0,Stara Gradiška
2021,DC,DC6,6,1806,Jurovski Brod,,3237.0,4975.0,DC228,LC34005,D228 - L34005,0.6,NAB,45.630308,15.321817,DC228,LC34005,0.6,Jurovski Brod
2021,DC,DC6,6,1802,Ribnik,,2316.0,3572.0,LC34023,ŽC3140,L34023 - Ž3140,2.1,PAB,,,,,,
2021,DC,DC6,6,3108,Okić - zapad,zapad,2025.0,2316.0,LC34094,LC34093,L34094 - L34093,2.6,PAB,,,,,,
2021,DC,DC6,6,3102,Gvozd - zapad,zapad,1509.0,2360.0,LC33075,ŽC3186,L33075 - Ž3186,0.8,NAB,45.350705,15.857179,LC33075,ŽC3186,0.8,Gvozd - zapad
2021,DC,DC6,6,3206,Maja,,511.0,548.0,LC33094,LC33196,L33094 - L33196,2.5,PAB,,,,,,
2021,DC,DC6,6,3210,Trgovi,,421.0,521.0,ŽC3234,LC33167,Ž3234 - L33167,1.4,NAB,45.109851,16.28114,ŽC3234,LC33167,1.4,Trgovi
2021,DC,DC7,7,2501,Duboševica,,1190.0,1671.0,GP,ŽC4011,GP - Ž4011,1.0,NAB,45.886875,18.660417,GP,ŽC4011,1.0,Duboševica
2021,DC,DC7,7,2503,Karanac (Beli Manastir),,6552.0,7379.0,DC517,DC212,D517 - D212,3.7,NAB,45.75026,18.640507,DC520,DC212,3.7,Karanac (Beli Manastir)
2021,DC,DC7,7,2505,Čeminac - sjever,sjever,4760.0,5361.0,LC44010,ŽC4054,L44010 - Ž4054,3.9,PAB,,,,,,
2021,DC,DC7,7,2513,Osijek sj. obilaznica,,10442.0,11026.0,ŽC4257,ŽC4068,Ž4257 - Ž4068,10.4,NAB,45.561664,18.630554,DC426,DC2,1.0,Osijek sj. obilaznica
2021,DC,DC7,7,2512,Čepin,,9726.0,10074.0,DC2,DC4247,D2 - D4247,3.5,NAB,45.545049,18.612394,DC2,DC4247,3.5,Čepin
2021,DC,DC7,7,3705,Vuka,,4760.0,4911.0,ŽC4107,LC44107,Ž4107 - L44107,2.5,NAB,45.460172,18.516707,ŽC4107,LC44107,2.5,Vuka
2021,DC,DC7,7,3634,Đakovo obilaznica,,4741.0,5440.0,DC515,A5,D515 - A5,0.8,NAB,45.32882,18.39227,DC515,A5,0.8,Đakovo obilaznica
2021,DC,DC7,7,3606,Vrpolje,,3638.0,4109.0,LC44138,ŽC4202,L44138 - Ž4202,2.9,NAB,45.211314,18.404239,LC44138,ŽC4202,2.9,Vrpolje
2021,DC,DC7,7,3615,Sikirevci - jug,jug,2172.0,3016.0,ŽC4220,LC42049,Ž4220 - L42049,4.3,NAB,45.086638,18.483105,ŽC4220,LC42049,4.3,Sikirevci - jug
2021,DC,DC8,8,2801,Pasjak,,3708.0,7294.0,LC58011,A7,L58011 - A7,3.9,NAB,45.479862,14.257832,LC58011,A7,3.9,Pasjak
2021,DC,DC8,8,2804,Mučići,,5854.0,7262.0,ŽC5016,LC58015,Ž5016 - L58015,0.9,NAB,45.405158,14.305749,ŽC5016,LC58015,0.9,Mučići
2021,DC,DC8,8,2809,Pavlovac,,6645.0,8177.0,DC66,ŽC5051,D66 - Ž5051,2.3,PAB,,,,,,
2021,DC,DC8,8,2917,Kostrena,,3679.0,4824.0,LC58054,DC40,L58054 - D40,2.2,NAB,45.294186,14.530478,LC58054,DC40,2.2,Kostrena
2021,DC,DC8,8,2923,Crikvenica,,10137.0,18158.0,ŽC5091,ŽC5091,Ž5091 - Ž5091,3.1,NAB,45.185064,14.684426,ŽC5091,ŽC5091,3.1,Crikvenica
2021,DC,DC8,8,2928,N. Vinodolski - sjever,sjever,7684.0,13726.0,ŽC5062,ŽC5064,Ž5062 - Ž5064,5.6,PAB,45.13573,14.76227,ŽC5062,DC99,5.6,N. Vinodolski - sjever
2021,DC,DC8,8,2929,Sibinj Krmpotski,,4254.0,8745.0,ŽC5109,LC59001,Ž5109 - L59001,13.3,NAB,45.052764,14.872272,ŽC5109,LC59001,13.3,Sibinj Krmpotski
2021,DC,DC8,8,4102,Sveti Juraj,,3283.0,8072.0,DC23,ŽC5126,D23 - Ž5126,8.1,PAB,,,,,,
2021,DC,DC8,8,4105,Vlaka,,2658.0,6895.0,LC59028,DC405,L59028 - D405,19.0,NAB,44.749404,14.904263,LC59028,LC49148,18.9,Vlaka
2021,DC,DC8,8,4107,Prizna - sjever,sjever,1424.0,3719.0,LC59048,DC406,L59048 - D406,25.0,PAB,,,,,,
2021,DC,DC8,8,4218,Cesarica,,981.0,2306.0,DC406,DC25,D406 - D25,13.0,PAB,,,,,,
2021,DC,DC8,8,4207,Karlobag,,1017.0,2287.0,DC25,LC63025,D25 - L63025,35.6,NAB,44.525497,15.077944,DC25,LC63025,35.6,Karlobag
2021,DC,DC8,8,4802,Starigrad (Paklenica),,4173.0,8790.0,LC63153,ŽC6008,L63153 - Ž6008,1.5,NAB,44.286073,15.451318,LC63153,ŽC6008,1.5,Starigrad (Paklenica)
2021,DC,DC8,8,4925,Posedarje - istok,istok,3939.0,8041.0,LC63028,LC63063,L63028 - L63063,3.2,PAB,,,,,,
2021,DC,DC8,8,4810,Murvica,,15594.0,21114.0,ŽC6011,LC63167,Ž6011 - L63167,3.4,NAB,44.141606,15.315038,ŽC6011,DC306,5.8,Murvica
2021,DC,DC8,8,4825,Bibinje,,14070.0,20616.0,DC424,ŽC6039,D424 - Ž6039,2.8,NAB,44.085508,15.283564,DC424,ŽC6039,2.8,Bibinje
2021,DC,DC8,8,4814,Sukošan,,6880.0,10870.0,ŽC6040,ŽC6045,Ž6040 - Ž6045,7.2,PAB,,,,,,
2021,DC,DC8,8,5305,Pirovac,,5026.0,10154.0,ŽC6068,DC59,Ž6068 - D59,2.9,NAB,43.812294,15.695817,ŽC6068,DC59,2.9,Pirovac
2021,DC,DC8,8,5335,Vodice obilaznica,,4250.0,7504.0,ŽC6086,ŽC6286,Ž6086 - Ž6286,3.1,NAB,43.775339,15.773968,ŽC6086,DC27,5.8,Vodice obilaznica
2021,DC,DC8,8,5308,Šibenik,,15147.0,23373.0,ŽC6088,LC65037,Ž6088 - L65037,3.0,NAB,43.7571,15.877301,DC27,Ul. Kralja Zvonimira,5.0,Šibenik
2021,DC,DC8,8,5336,Ražine,,12338.0,23376.0,DC58,LC65075,D58 - L65075,24.5,NAB,43.70322,15.90723,DC58,Ražinska Ul.,2.4,Ražine
2021,DC,DC8,8,5309,Grebaštica,,5750.0,11643.0,DC58,ŽC6127,D58 - Ž6127,12.0,NAB,43.643337,15.955383,Jasenovo,LC65075,15.6,Grebaštica
2021,DC,DC8,8,5325,Primošten - jug,jug,4621.0,8197.0,LC65075,LC65077,L65075 - L65077,5.0,NAB,43.57035,15.94495,LC65075,LC65076,4.9,Primošten - jug
2021,DC,DC8,8,5407,Marina,,4797.0,8863.0,LC65078,ŽC6130,L65078 - Ž6130,3.6,NAB,43.513627,16.104731,LC65078,ŽC6130,3.6,Marina
2021,DC,DC8,8,5438,Plano,,21898.0,29524.0,DC315,DC409,D315 - D409,3.8,NAB,,,DC58,DC409,5.6,Plano
2021,DC,DC8,8,5423,Solin,,47866.0,57747.0,ŽC6137,ŽC6139,Ž6137 - Ž6139,0.2,NAB,,,LC67065,ŽC6139,1.8,Solin
2021,DC,DC8,8,5422,Stobreč,,54786.0,65005.0,DC410,ŽC6143,D410 - Ž6143,3.1,NAB,,,DC410,ŽC6142,4.2,Stobreč
2021,DC,DC8,8,5902,Jesenice,,11645.0,15073.0,ŽC6162,LC67112,Ž6162 - L67112,2.7,NAB,43.464737,16.587021,ŽC6162,LC67112,2.7,Jesenice
2021,DC,DC8,8,5916,Omiš - zapad,zapad,15084.0,19148.0,LC67120,DC70,L67120 - D70,0.7,NAB,43.44573,16.688154,LC67120,DC70,0.7,Omiš - zapad
2021,DC,DC8,8,5909,Mimice - istok,istok,4528.0,8311.0,LC67135,ŽC6167,L67135 - Ž6167,1.8,PAB,43.40367,16.84503,ŽC6167,LC67136,1.9,Pisak
2021,DC,DC8,8,5910,Brela,,5189.0,10022.0,DC39,LC67144,D39 - L67144,4.0,NAB,43.389351,16.902886,DC39,LC67144,4.0,Brela
2021,DC,DC8,8,5926,Baško Polje,,11367.0,22474.0,DC76,LC67179,D76 - L67179,1.0,NAB,43.3457,16.96998,DC76,LC67179,1.0,Baško Polje
2021,DC,DC8,8,6004,Živogošće,,2743.0,6213.0,LC67197,DC412,L67197 - D412,9.1,NAB,43.194522,17.154958,LC67198,LC67198,2.8,Živogošće
2021,DC,DC8,8,6005,Gradac,,2418.0,5849.0,LC67205,LC67204,L67205 - L67204,3.3,PAB,,,,,,
2021,DC,DC8,8,6010,Rogotin,,8068.0,14047.0,LC69086,LC69005,L69086 - L69005,0.8,NAB,43.052612,17.473999,LC69086,LC69005,0.8,Rogotin
2021,DC,DC8,8,6501,Klek,,4552.0,9286.0,LC69029,ŽC6279,L69029 - Ž6279,7.9,NAB,42.94192,17.56835,DC8,ŽC6279,5.3,Klek
2021,DC,DC8,8,6503,Zaton Doli,,4310.0,8742.0,ŽC6227,DC414,Ž6227 - D414,6.1,NAB,42.835776,17.745685,ŽC6227,ŽC6295,6.1,Zaton Doli
2021,DC,DC8,8,6506,Doli,,4951.0,10303.0,DC414,LC69045,D414 - L69045,3.4,PAB,42.81003,17.8046,LC69045,LC69082,7.6,Doli
2021,DC,DC8,8,6601,Zaton,,7884.0,13880.0,LC69047,ŽC6254,L69047 - Ž6254,9.1,NAB,42.691461,18.038306,LC69067,DC420,26.5,Zaton
2021,DC,DC8,8,6608,Vidikovac,,14766.0,21479.0,DC420,DC223,D420 - D223,7.8,NAB,42.63443,18.1365,DC420,DC223,7.8,Vidikovac
2021,DC,DC8,8,6602,Kupari,,13985.0,21655.0,LC69050,ŽC6243,L69050 - Ž6243,0.6,NAB,42.622532,18.181887,LC69050,LC69050,2.7,Kupari
2021,DC,DC8,8,6604,Gruda - jugoistok,,3116.0,5979.0,LC69055,ŽC6241,L69055 - Ž6241,1.6,NAB,42.514553,18.376278,ŽC6241,DC516,2.6,Gruda - jugoistok
2021,DC,DC9,9,6103,Metković,,3907.0,5201.0,GP,DC62,GP - D62,1.0,PAB,,,,,,
2021,DC,DC9,9,6104,Kula Norinska,,7959.0,11128.0,LC69013,LC69012,L69013 - L69012,2.2,NAB,43.034301,17.616238,LC69013,LC69012,2.2,Kula Norinska
2021,DC,DC10,10,2008,Sveta Helena,,14268.0,15302.0,A4,DC41,A4 - D41,8.0,NAB,,,A4,ŽC3034,8.0,Sveta Helena
2021,DC,DC10,10,2030,Vrbovec obilaznica,,11043.0,11977.0,DC41,ŽC3079,D41 - Ž3079,4.8,NAB,,,ŽC3034,ŽC3079,4.8,Vrbovec obilaznica
2021,DC,DC10,10,2143,Tremovački potok,,4310.0,4450.0,DC28,DC22,D28 - D22,11.1,NAB,,,DC28,DC22,11.1,Tremovački potok
2021,DC,DC12,12,2150,Haganj,,2656.0,2538.0,DC10,DC544,D10 - D544,11.0,NAB,,,DC10,DC544,11.0,Haganj
2021,DC,DC14,14,1143,Mokrice,,6107.0,6037.0,DC307,ŽC2197,D307 - Ž2197,4.1,NAB,46.01435,15.91955,DC307,ŽC2197,4.1,Mokrice
2021,DC,DC14,14,1145,Bedekovčina,,6988.0,6978.0,ŽC2197,ŽC2198,Ž2197 - Ž2198,5.4,NAB,46.01912,15.96018,ŽC2197,ŽC2198,5.4,Bedekovčina
2021,DC,DC20,20,1319,Ivanovec,,8247.0,8598.0,ŽC2022,A4,Ž2022 - A4,1.7,NAB,46.353715,16.516356,ŽC2022,A4,1.7,Ivanovec
2021,DC,DC20,20,1305,Prelog,,4386.0,4376.0,ŽC2038,ŽC2033,Ž2038 - Ž2033,5.7,PAB,,,,,,
