year,category,oznaka_ceste,road_number,counter_id,naziv,smjer,pgdp,pldp,od,do,section_desc,length_km,brojenje,lat,lon,od_loc,do_loc,length_km_loc,naziv_loc
2022,DC,DC14,14,1145,Bedekovčina,,7025.0,6843.0,ŽC2197,ŽC2198,Ž2197 - Ž2198,5.4,NAB,46.01912,15.96018,ŽC2197,ŽC2198,5.4,Bedekovčina
2022,DC,DC20,20,1319,Ivanovec,,8219.0,8453.0,ŽC2022,A4,Ž2022 - A4,1.7,NAB,46.353715,16.516356,ŽC2022,A4,1.7,Ivanovec
2022,DC,DC20,20,1305,Prelog,,4727.0,5041.0,ŽC2038,ŽC2033,Ž2038 - Ž2033,5.7,PAB,,,,,,
2022,DC,DC20,20,1340,Prelog - istok,istok,2646.0,2288.0,ŽC2026,LC20040,Ž2026 - L20040,1.8,NAB,46.34068,16.63557,ŽC2026,LC20040,1.8,Prelog - istok
2022,DC,DC20,20,1324,Koprivnica - sjever,sjever,4203.0,4397.0,LC26154,DC2,L26154 - D2,4.5,NAB,46.19973,16.84765,LC26154,DC2,4.5,Koprivnica - sjever
2022,DC,DC22,22,1233,Možđenec,,3395.0,3506.0,DC3,DC24,D3 - D24,2.3,NAB,46.149692,16.3613,DC3,DC24,2.3,Možđenec
2022,DC,DC22,22,1228,Vukovec,,1466.0,1566.0,LC26003,LC26047,L26003 - L26047,2.6,PAB,,,,,,
2022,DC,DC22,22,1268,Orehovec,,2166.0,2117.0,ŽC2176,ŽC2177,Ž2176 - Ž2177,0.2,NAB,46.0778,16.45577,ŽC2176,ŽC2177,0.2,Orehovec
2022,DC,DC22,22,2125,Trema,,2558.0,2387.0,LC26069,ŽC2228,L26069 - Ž2228,0.8,NAB,45.9746,16.5857,LC26069,ŽC2228,0.8,Trema
2022,DC,DC23,23,3008,Belavići,,3665.0,4603.0,DC3,LC34067,D3 - L34067,3.5,NAB,45.433378,15.490915,DC3,LC34067,3.5,Belavići
2022,DC,DC23,23,3013,Skradnik,,2056.0,2616.0,ŽC3256,ŽC3255,Ž3256 - Ž3255,2.8,PAB,,,,,,
2022,DC,DC23,23,3014,Munjava (Josipdol),,1205.0,1484.0,DC42,LC34137,D42 - L34137,0.4,NAB,45.177053,15.288073,DC42,LC34137,0.4,Munjava (Josipdol)
2022,DC,DC23,23,3028,Modruš,,434.0,590.0,LC34136,LC59007,L34136 - L59007,15.6,PAB,,,,,,
2022,DC,DC23,23,4201,Brinje,,831.0,1159.0,LC59015,ŽC5110,L59015 - Ž5110,5.2,PAB,,,,,,
2022,DC,DC23,23,4101,Senj - istok,istok,4098.0,8241.0,LC59009,DC8,L59009 - D8,11.0,NAB,44.985381,14.922067,LC59009,DC8,11.0,Senj - istok
2022,DC,DC24,24,1230,Konjščina,,4572.0,4557.0,ŽC2170,ŽC2204,Ž2170 - Ž2204,1.4,NAB,46.05329,16.17126,LC22022,DC540,0.8,Konjščina
2022,DC,DC24,24,1222,Novi Marof - zapad,zapad,3901.0,3942.0,LC25134,LC25132,L25134 - L25132,0.9,NAB,46.183892,16.342777,LC25134,LC25132,0.9,Novi Marof - zapad
2022,DC,DC24,24,1237,Ljubešćica,,3125.0,3130.0,ŽC2136,LC25150,Ž2136 - L25150,1.6,NAB,46.155842,16.373933,LC25219,LC25150,1.3,Ljubešćica
2022,DC,DC24,24,1269,Varaždinske Toplice,,2109.0,2107.0,DC526,LC25143,D526 - L25143,0.9,NAB,46.20717,16.4313,DC526,LC25143,0.9,Varaždinske Toplice
2022,DC,DC24,24,1309,Leskovec Toplički,,1348.0,1370.0,ŽC2111,LC25154,Ž2111 - L25154,3.6,PAB,,,,,,
2022,DC,DC25,25,4303,Bunić,,492.0,546.0,LC59064,ŽC5156,L59064 - Ž5156,2.7,PAB,,,,,,
2022,DC,DC25,25,4206,Budak,,4869.0,5463.0,DC50,DC534,D50 - D534,3.7,NAB,44.57848,15.3913,DC50,DC534,3.7,Budak
2022,DC,DC25,25,4209,Novoselo Trnovačko,,1357.0,2159.0,DC50,ŽC5199,D50 - Ž5199,38.6,NAB,44.518417,15.308348,DC50,LC59123,27.6,Novoselo Trnovačko
2022,DC,DC26,26,2036,Konak,,2587.0,2501.0,A10,LC31069,A10 - L31069,3.8,NAB,45.865016,16.454091,DC10,LC31069,3.8,Konak
2022,DC,DC26,26,2144,Cerina,,1058.0,1055.0,ŽC3284,DC43,Ž3284 - D43,4.7,NAB,45.7724,16.5738,ŽC3284,DC43,4.7,Cerina
2022,DC,DC26,26,2111,Čazma - istok,istok,1610.0,1658.0,DC43,ŽC3082,D43 - Ž3082,7.0,PAB,,,,,,
2022,DC,DC26,26,2112,Trnovitički Popovac,,1259.0,1319.0,LC37103,ŽC3084,L37103 - Ž3084,4.8,PAB,,,,,,
2022,DC,DC26,26,2211,Hrastovac,,1342.0,1445.0,ŽC3136,ŽC3168,Ž3136 - Ž3168,7.2,PAB,,,,,,
2022,DC,DC26,26,2218,Uljanik,,1383.0,1386.0,ŽC3168,ŽC3169,Ž3168 - Ž3169,6.9,NAB,45.5444,17.03037,ŽC3168,ŽC3169,6.9,Uljanik
2022,DC,DC27,27,4930,Gračac,,1965.0,3519.0,DC1,DC50,D1 - D50,2.0,PAB,,,,,,
2022,DC,DC27,27,4912,Zaton Obrovački,,1756.0,3729.0,ŽC6027,ŽC6028,Ž6027 - Ž6028,6.7,NAB,44.222774,15.752809,ŽC6027,ŽC6028,6.7,Zaton Obrovački
2022,DC,DC27,27,4914,Kruševo,,1717.0,3234.0,ŽC6025,LC63069,Ž6025 - L63069,3.7,PAB,,,,,,
2022,DC,DC27,27,4915,Benkovac,,2002.0,3711.0,ŽC6048,LC63123,Ž6048 - L63123,10.6,NAB,44.059036,15.611419,ŽC6048,LC63123,10.6,Benkovac
2022,DC,DC27,27,5317,Gornje Ceranje,,1966.0,2640.0,ŽC6064,ŽC6066,Ž6064 - Ž6066,7.4,PAB,43.98867,15.60508,ŽC6064,ŽC6066,7.4,Gornje Ceranje
2022,DC,DC27,27,5303,Gaćelezi,,2375.0,3832.0,DC59,ŽC6071,D59 - Ž6071,5.4,NAB,43.835341,15.777719,DC59,ŽC6071,5.4,Gaćelezi
2022,DC,DC28,28,2103,Sveti Ivan Žabno,,5399.0,5469.0,ŽC3041,ŽC2229,Ž3041 - Ž2229,4.1,NAB,45.936897,16.600325,ŽC3041,ŽC2229,4.1,Sveti Ivan Žabno
2022,DC,DC28,28,2102,Predavac,,8377.0,8297.0,ŽC3022,ŽC3300,Ž3022 - Ž3300,0.3,NAB,45.934671,16.781608,ŽC3022,ŽC3300,0.3,Predavac
2022,DC,DC28,28,2104,Bjelovarska obilaznica,,2972.0,3034.0,ŽC3022,DC43,Ž3022 - D43,6.7,NAB,45.92668,16.84738,ŽC3022,DC43,6.7,Bjelovarska obilaznica
2022,DC,DC28,28,2106,Prespa,,5958.0,5768.0,DC548,ŽC3029,D548 - Ž3029,10.7,NAB,45.864569,16.91751,DC548,ŽC3029,10.7,Prespa
2022,DC,DC28,28,2110,Bulinac,,2905.0,2675.0,ŽC3090,ŽC3280,Ž3090 - Ž3280,2.3,PAB,,,,,,
2022,DC,DC29,29,1232,Mače - istok,istok,2751.0,2704.0,ŽC2168,ŽC2128,Ž2168 - Ž2128,2.3,PAB,,,,,,
2022,DC,DC29,29,1231,Zlatar Bistrica,,4196.0,4347.0,DC24,ŽC2202,D24 - Ž2202,3.4,NAB,46.035692,16.090064,DC14,ŽC2202,1.9,Zlatar Bistrica
2022,DC,DC29,29,2004,Kašina,,3524.0,3565.0,ŽC2224,DC3,Ž2224 - D3,14.1,NAB,45.93243,16.114435,ŽC2224,DC3,14.1,Kašina
2022,DC,DC30,30,2043,Petina,,24405.0,23992.0,A3,DC30,A3 - D30,5.9,NAB,,,A3,DC430,0.9,Petina
2022,DC,DC30,30,2019,Lekenik,,3927.0,3823.0,LC33006,ŽC3230,L33006 - Ž3230,2.2,NAB,45.581152,16.212676,ŽC3292,LC33006,4.7,Lekenik
2022,DC,DC30,30,2020,Žažina,,11422.0,11324.0,DC36,ŽC3156,D36 - Ž3156,0.3,NAB,45.514422,16.249197,DC36,ŽC3156,0.3,Žažina
2022,DC,DC30,30,3208,Brest Pokupski,,6663.0,6941.0,ŽC3242,DC37,Ž3242 - D37,1.8,NAB,45.45205,16.26068,ŽC3242,DC37,1.8,Brest Pokupski
2022,DC,DC30,30,3205,Budičina,,1915.0,2757.0,ŽC3201,LC33053,Ž3201 - L33053,0.7,PAB,,,,,,
2022,DC,DC30,30,3311,Hrvatska Kostajnica,,3493.0,3916.0,DC224,DC47,D224 - D47,2.8,NAB,45.232657,16.530073,LC33159,DC47,0.8,Hrvatska Kostajnica
2022,DC,DC31,31,2016,Kurilovec,,6295.0,6400.0,A11,LC31199,A11 - L31199,11.3,PAB,45.68412,16.0557,A11,LC31199,11.3,Kurilovec
2022,DC,DC31,31,3209,Donje Taborište,,195.0,230.0,ŽC3194,LC33029,Ž3194 - L33029,3.2,PAB,,,,,,
2022,DC,DC32,32,1701,Prezid,,651.0,760.0,GP,DC305,GP - D305,8.7,PAB,,,,,,
2022,DC,DC32,32,1702,Smrečje,,714.0,859.0,LC58004,ŽC5185,L58004 - Ž5185,7.2,NAB,45.535158,14.651,LC58005,ŽC5185,1.3,Smrečje
2022,DC,DC32,32,2903,Crni Lug,,540.0,654.0,ŽC5032,DC3,Ž5032 - D3,10.7,PAB,,,,,,
2022,DC,DC33,33,5001,Knin - sjever,sjever,1375.0,1892.0,LC65009,ŽC6080,L65009 - Ž6080,6.0,NAB,44.070519,16.217987,LC65009,ŽC6080,6.0,Knin - sjever
2022,DC,DC33,33,5003,Knin - jug,jug,3538.0,4323.0,DC1,ŽC6056,D1 - Ž6056,4.0,NAB,44.02932,16.192643,DC1,LC65088,2.2,Knin - jug
2022,DC,DC33,33,5442,Moseć,,3319.0,4362.0,DC56,ŽC6094,D56 - Ž6094,3.7,NAB,43.85117,16.15445,DC56,ŽC6094,3.7,Moseć
2022,DC,DC33,33,5412,Pakovo Selo,,2423.0,3284.0,ŽC6094,LC65083,Ž6094 - L65083,6.1,NAB,43.829347,16.087181,ŽC6094,LC65083,6.1,Pakovo Selo
2022,DC,DC33,33,5322,Dubrava Šibenska,,10302.0,16138.0,A1,DC8,A1 - D8,4.8,NAB,43.734294,15.931262,A1,DC8,4.8,Dubrava Šibenska
2022,DC,DC34,34,2411,Podravska Moslavina,,2354.0,2424.0,ŽC4030,ŽC4031,Ž4030 - Ž4031,8.1,NAB,45.765266,18.028231,ŽC4030,ŽC4031,8.1,Podravska Moslavina
2022,DC,DC34,34,2419,Donji Miholjac obilaznica,,2025.0,2079.0,ŽC4032,DC53,Ž4032 - D53,2.5,NAB,45.74657,18.16528,ŽC4032,DC53,2.5,Donji Miholjac obilaznica
2022,DC,DC34,34,2402,Donji Miholjac - istok,istok,3672.0,3918.0,DC53,LC44016,D53 - L44016,9.2,PAB,,,,,,
2022,DC,DC34,34,2405,Šag,,6077.0,5844.0,ŽC4051,LC44028,Ž4051 - L44028,2.8,NAB,45.64141,18.461545,ŽC4051,LC44028,2.8,Šag
2022,DC,DC35,35,1267,Vidovec,,8435.0,7584.0,DC2,ŽC2061,D2 - Ž2061,4.1,NAB,46.28547,16.25828,DC2,ŽC2061,4.1,Vidovec
2022,DC,DC35,35,1213,Greda,,4343.0,3654.0,LC25042,ŽC2063,L25042 - Ž2063,1.8,NAB,46.270598,16.208827,LC25042,ŽC2063,1.8,Greda
2022,DC,DC35,35,1216,Kaniža - zapad,zapad,6062.0,5919.0,ŽC2084,ŽC2102,Ž2084 - Ž2102,2.0,NAB,46.22442,16.08235,LC25190,ŽC2102,1.1,Kaniža - zapad
2022,DC,DC35,35,1132,Novi Golubovec,,2519.0,2871.0,ŽC2257,DC29,Ž2257 - D29,1.2,PAB,,,,,,
2022,DC,DC35,35,1123,Gornja Šemnica,,2895.0,2938.0,ŽC2125,ŽC2122,Ž2125 - Ž2122,1.6,NAB,46.149188,15.946566,ŽC2125,ŽC2122,1.6,Gornja Šemnica
2022,DC,DC36,36,1921,Orlovac,,1878.0,2255.0,DC1,ŽC3106,D1 - Ž3106,31.0,PAB,,,,,,
2022,DC,DC36,36,1923,Pisarovina - jug,jug,1759.0,1883.0,ŽC3106,LC31187,Ž3106 - L31187,1.0,PAB,,,,,,
2022,DC,DC36,36,2022,Letovanić,,1342.0,1547.0,LC33008,DC30,L33008 - D30,4.1,PAB,,,,,,
2022,DC,DC36,36,2021,Stupno,,6730.0,6663.0,DC30,DC37,D30 - D37,9.4,PAB,,,,,,
2022,DC,DC36,36,3201,Novo Selo Palanječko,,3223.0,3267.0,DC37,DC232,D37 - D232,10.3,NAB,45.488133,16.442426,DC37,DC232,10.3,Novo Selo Palanječko
2022,DC,DC36,36,2117,Stružec,,3476.0,4116.0,ŽC3161,LC33017,Ž3161 - L33017,0.8,PAB,,,,,,
2022,DC,DC36,36,2127,Popovača - zapad,zapad,5956.0,5795.0,A3,ŽC3124,A3 - Ž3124,2.9,NAB,45.56722,16.61973,A3,ŽC3124,2.9,Popovača - zapad
2022,DC,DC37,37,3203,Petrinja,,8967.0,9269.0,DC224,LC33051,D224 - L33051,3.3,PAB,45.44178,16.33533,DC224,LC33051,3.3,Petrinja
2022,DC,DC37,37,3202,Novo Selište,,5272.0,6107.0,DC30,ŽC3198,D30 - Ž3198,2.3,NAB,45.439022,16.246794,DC30,ŽC3198,2.3,Novo Selište
2022,DC,DC38,38,3401,Pakrac - istok,istok,1146.0,1160.0,DC5,LC41017,D5 - L41017,10.5,NAB,45.46265,17.23758,ŽC4099,LC41017,10.0,Pakrac - istok
2022,DC,DC38,38,3504,Pasikovci,,1024.0,1023.0,ŽC4113,LC41018,Ž4113 - L41018,1.3,NAB,45.388341,17.508602,ŽC4113,LC41018,1.3,Pasikovci
2022,DC,DC38,38,3505,Kuzmica,,6017.0,5935.0,DC38,ŽC4116,D38 - Ž4116,4.6,NAB,45.327323,17.754796,ŽC4116,LC41058,1.6,Kuzmica
2022,DC,DC38,38,3507,Pleternica - istok,istok,1188.0,1205.0,LC41078,LC41063,L41078 - L41063,6.8,NAB,45.29465,17.82578,LC41078,LC41063,6.8,Pleternica - istok
2022,DC,DC38,38,3605,Levanjska Varoš,,666.0,790.0,ŽC4144,LC44120,Ž4144 - L44120,4.0,PAB,,,,,,
2022,DC,DC39,39,5511,Cista Provo,,885.0,2018.0,LC67098,DC60,L67098 - D60,6.1,PAB,,,,,,
2022,DC,DC39,39,5908,Cista Provo - jug,jug,1486.0,2870.0,ŽC6171,ŽC6172,Ž6171 - Ž6172,3.6,NAB,43.473002,16.925039,ŽC6171,ŽC6172,3.6,Cista Provo - jug
2022,DC,DC39,39,5903,Gornja Brela,,2187.0,4743.0,ŽC6166,LC67134,Ž6166 - L67134,7.3,NAB,43.407834,16.908954,ŽC6166,LC67134,7.3,Gornja Brela
2022,DC,DC41,41,1401,Gola,,1057.0,1096.0,ŽC2116,ŽC2091,Ž2116 - Ž2091,12.5,PAB,,,,,,
2022,DC,DC41,41,1310,Peteranec,,2449.0,2650.0,ŽC2114,ŽC2113,Ž2114 - Ž2113,1.3,PAB,46.19863,16.90018,ŽC2114,ŽC2113,1.3,Peteranec
2022,DC,DC41,41,1311,Sokolovac,,5138.0,5155.0,LC26073,ŽC2139,L26073 - Ž2139,2.7,NAB,46.107794,16.709016,LC26073,ŽC2181,0.5,Sokolovac
2022,DC,DC42,42,3041,Gomirje,,1019.0,1169.0,A6,LC58038,A6 - L58038,0.9,NAB,45.3628,15.09242,A6,LC58038,0.9,Gomirje
2022,DC,DC42,42,3010,Sveti Petar,,1377.0,1588.0,LC34099,ŽC3254,L34099 - Ž3254,3.9,PAB,,,,,,
2022,DC,DC42,42,4306,Saborsko - istok,istok,707.0,1257.0,ŽC5113,DC429,Ž5113 - D429,24.1,PAB,,,,,,
2022,DC,DC42,42,4314,Čatrnja,,5414.0,10265.0,LC34161,DC1,L34161 - D1,2.0,NAB,44.96047,15.64233,LC34161,DC1,2.0,Čatrnja
2022,DC,DC43,43,1314,Hampovica,,3524.0,3699.0,ŽC2183,ŽC2236,Ž2183 - Ž2236,9.8,NAB,46.015649,16.948873,ŽC2183,ŽC2236,9.8,Hampovica
2022,DC,DC43,43,2140,Kupinovac,,5182.0,5316.0,ŽC3025,DC28,Ž3025 - D28,2.7,NAB,45.94422,16.88988,ŽC3025,DC28,2.7,Kupinovac
2022,DC,DC43,43,2105,Markovac,,2578.0,2770.0,DC28,DC548,D28 - D548,2.9,PAB,,,,,,
2022,DC,DC43,43,2145,Bjelovar,,6909.0,6622.0,DC28,DC544,D28 - D544,2.9,NAB,45.88257,16.81753,DC548,DC544,0.7,Bjelovar
2022,DC,DC43,43,2108,Narta - sjever,sjever,4283.0,4130.0,DC544,ŽC3084,D544 - Ž3084,5.9,NAB,45.8407,16.82257,DC544,ŽC3084,5.9,Narta - sjever
2022,DC,DC43,43,2015,Caginec,,8022.0,7572.0,ŽC3124,ŽC3074,Ž3124 - Ž3074,1.9,NAB,45.71278,16.44982,ŽC3124,ŽC3074,1.9,Caginec
2022,DC,DC44,44,2750,Ponte Porton,,1622.0,2819.0,LC50043,ŽC5209,L50043 - Ž5209,9.4,PAB,,,,,,
2022,DC,DC44,44,2706,Fontana,,2966.0,3938.0,LC50029,ŽC5013,L50029 - Ž5013,2.9,PAB,45.40508,13.95193,LC50029,ŽC5013,2.9,Fontana
2022,DC,DC44,44,2806,Lupoglav - sjever,sjever,4222.0,6268.0,LC50080,ŽC5014,L50080 - Ž5014,3.4,NAB,45.357962,14.101638,LC50080,ŽC5014,3.4,Lupoglav - sjever
2022,DC,DC45,45,2207,Veliki Zdenci,,1387.0,1722.0,DC28,ŽC3136,D28 - Ž3136,4.3,NAB,45.649075,17.076136,DC28,ŽC3136,4.3,Veliki Zdenci
2022,DC,DC45,45,2209,Hercegovac,,2160.0,2203.0,ŽC3133,ŽC3135,Ž3133 - Ž3135,2.0,PAB,,,,,,
2022,DC,DC45,45,2128,Garešnica,,5377.0,5401.0,DC26,DC26,D26 - D26,2.8,PAB,,,,,,
2022,DC,DC45,45,2115,Kapelica,,2997.0,3236.0,LC37138,ŽC3164,L37138 - Ž3164,11.8,NAB,45.574551,16.890605,LC37138,ŽC3164,11.8,Kapelica
2022,DC,DC45,45,3321,Kutina - sjever,sjever,5720.0,5911.0,ŽC3163,LC33070,Ž3163 - L33070,2.3,NAB,45.49182,16.78217,ŽC3163,LC33070,2.3,Kutina - sjever
2022,DC,DC46,46,3708,Stari Mikanovci,,3701.0,3676.0,ŽC4133,ŽC4166,Ž4133 - Ž4166,4.7,NAB,45.288269,18.568903,ŽC4133,ŽC4166,4.7,Stari Mikanovci
2022,DC,DC46,46,3722,Vinkovci obilaznica,,4205.0,4202.0,DC518,DC55,D518 - D55,6.8,NAB,45.266537,18.805874,DC518,DC55,6.8,Vinkovci obilaznica
2022,DC,DC46,46,3711,Srijemske Laze,,3971.0,4229.0,ŽC4150,LC46027,Ž4150 - L46027,2.8,NAB,45.231274,18.930889,ŽC4150,LC46027,2.8,Srijemske Laze
2022,DC,DC46,46,3712,Orolik,,2220.0,2919.0,DC57,DC57,D57 - D57,3.6,PAB,,,,,,
2022,DC,DC46,46,3804,Ilača - zapad,zapad,1832.0,2842.0,ŽC4197,LC46033,Ž4197 - L46033,2.3,PAB,,,,,,
2022,DC,DC46,46,3810,Tovarnik,,1740.0,2506.0,ŽC4233,GP,Ž4233 - GP,2.1,NAB,45.160412,19.164485,ŽC4233,GP,2.1,Tovarnik
2022,DC,DC47,47,3402,Jagma,,824.0,815.0,ŽC4236,ŽC4112,Ž4236 - Ž4112,2.0,PAB,,,,,,
2022,DC,DC47,47,3306,Bročice,,2933.0,3440.0,DC312,ŽC3250,D312 - Ž3250,4.4,NAB,45.305844,16.949369,A3,ŽC3250,3.3,Bročice
2022,DC,DC47,47,3308,Slabinja,,987.0,1148.0,LC33177,ŽC3264,L33177 - Ž3264,13.6,PAB,,,,,,
2022,DC,DC47,47,3207,Hrv. Kostajnica - zapad,zapad,933.0,1168.0,DC30,LC33165,D30 - L33165,6.6,PAB,,,,,,
2022,DC,DC48,48,2712,Tinjan,,4215.0,5361.0,LC50096,LC50099,L50096 - L50099,1.1,PAB,,,,,,
2022,DC,DC49,49,3509,Batrina - sjever,sjever,1241.0,1498.0,ŽC4185,ŽC4158,Ž4185 - Ž4158,4.9,PAB,,,,,,
2022,DC,DC49,49,3531,Batrina - istok,istok,3020.0,3184.0,ŽC4158,ŽC4244,Ž4158 - Ž4244,2.2,NAB,45.17388,17.6803,ŽC4158,ŽC4244,2.2,Batrina - istok
2022,DC,DC50,50,4202,Brlog,,1567.0,2666.0,LC59016,ŽC5127,L59016 - Ž5127,2.9,PAB,,,,,,
2022,DC,DC50,50,4203,Otočac (Brlog),,3117.0,4284.0,A1,ŽC5140,A1 - Ž5140,4.0,NAB,44.876752,15.204911,A1,ŽC5140,4.0,Otočac (Brlog)
2022,DC,DC50,50,4205,Ličko Lešće,,1860.0,2240.0,ŽC5144,ŽC5147,Ž5144 - Ž5147,2.3,NAB,44.802925,15.326257,ŽC5144,ŽC5147,2.3,Ličko Lešće
2022,DC,DC50,50,4219,Perušić,,2547.0,2857.0,ŽC5154,DC25,Ž5154 - D25,5.6,PAB,44.6374,15.39222,ŽC5154,DC25,5.6,Perušić
2022,DC,DC50,50,4225,Gospić - jug,jug,2082.0,2348.0,DC25,A1,D25 - A1,28.5,PAB,44.5303,15.40285,DC25,A1,28.5,Gospić - jug
2022,DC,DC50,50,4931,Medak - jug,jug,824.0,1084.0,DC25,A1,D25 - A1,28.5,PAB,,,,,,
2022,DC,DC50,50,4905,Sveti Rok,,1569.0,2148.0,A1,LC59116,A1 - L59116,1.5,NAB,44.380525,15.643391,A1,LC59116,1.5,Sveti Rok
2022,DC,DC51,51,3530,Bektež,,1539.0,1578.0,ŽC4117,LC41045,Ž4117 - L41045,2.4,NAB,45.3957,17.92062,ŽC4117,LC41045,2.4,Bektež
2022,DC,DC51,51,3524,Eminovci,,5993.0,5907.0,LC41033,DC38,L41033 - D38,3.2,NAB,45.35652,17.72953,LC41033,DC38,3.2,Eminovci
2022,DC,DC51,51,3515,Oblakovac,,1932.0,2045.0,DC38,LC41019,D38 - L41019,8.8,NAB,45.344128,17.490816,DC38,LC41019,8.8,Oblakovac
2022,DC,DC52,52,4204,Vrhovine,,1297.0,2125.0,ŽC5130,ŽC5149,Ž5130 - Ž5149,7.3,NAB,44.84918,15.40352,ŽC5130,LC59140,6.6,Vrhovine
2022,DC,DC53,53,2401,Donji Miholjac - sjever,sjever,897.0,1183.0,GP,ŽC4295,GP - Ž4295,3.9,NAB,45.771658,18.177166,GP,ŽC4295,3.9,Donji Miholjac - sjever
2022,DC,DC53,53,2417,Donji Miholjac,,3394.0,3320.0,ŽC4295,DC34,Ž4295 - D34,2.4,NAB,45.7607,18.18113,ŽC4295,DC34,2.4,Donji Miholjac
2022,DC,DC53,53,2404,Beničanci,,1376.0,1452.0,ŽC4046,ŽC4031,Ž4046 - Ž4031,4.8,PAB,,,,,,
2022,DC,DC53,53,2409,Velimirovac,,4787.0,4712.0,ŽC4075,DC2,Ž4075 - D2,3.2,NAB,45.524946,18.096453,ŽC4075,LC44044,0.24,Velimirovac
2022,DC,DC53,53,3603,Gradac Našički,,1959.0,2041.0,LC44094,DC51,L44094 - D51,10.3,NAB,45.437257,18.035876,LC44094,DC51,10.3,Gradac Našički
2022,DC,DC53,53,3503,Čaglin,,986.0,1005.0,LC41046,ŽC4124,L41046 - Ž4124,2.7,NAB,45.36033,17.98658,LC41046,ŽC4124,2.7,Čaglin
2022,DC,DC53,53,3607,Rastušje,,3428.0,3444.0,LC42038,DC514,L42038 - D514,4.8,NAB,45.197016,18.039159,LC42038,DC514,4.8,Rastušje
2022,DC,DC53,53,3516,Slavonski Brod,,8056.0,8741.0,DC525,DC72,D525 - D72,2.1,NAB,45.161405,17.994462,DC525,DC72,2.1,Slavonski Brod
2022,DC,DC54,54,4911,Jasenice,,1979.0,3743.0,LC63067,LC63029,L63067 - L63029,2.7,PAB,44.2291,15.53543,LC63067,LC63029,2.7,Jasenice
2022,DC,DC55,55,3706,Nuštar,,9873.0,9615.0,ŽC4134,Zvonimirova,Ž4134 - Zvonimirova,0.9,NAB,45.327038,18.831188,ŽC4134,Zvonimirova,0.9,Nuštar
2022,DC,DC55,55,3740,Vinkovci istočna obilaznica,,3706.0,3770.0,Zvonimirova,DC46,Zvonimirova - D46,5.6,NAB,45.32197,18.83088,Zvonimirova,DC46,5.6,Vinkovci istočna obilaznica
2022,DC,DC55,55,3710,Kunjevci,,7408.0,7884.0,DC46,LC46023,D46 - L46023,12.0,NAB,45.218351,18.784327,DC46,LC46023,12.0,Kunjevci
2022,DC,DC55,55,3719,Županja,,3904.0,5098.0,ŽC4170,GP,Ž4170 - GP,3.3,NAB,45.049232,18.704336,DC214,GP,3.3,Županja
2022,DC,DC56,56,4829,Tromilja,,3705.0,4159.0,DC502,ŽC6021,D502 - Ž6021,3.0,NAB,44.10965,15.40782,DC502,ŽC6021,3.0,Tromilja
2022,DC,DC56,56,4916,Raštević,,3194.0,3746.0,LC63178,LC63203,L63178 - L63203,0.8,NAB,44.037756,15.574965,LC63178,LC63203,0.8,Raštević
2022,DC,DC56,56,5329,Bulić,,1587.0,2008.0,LC63151,LC63151,L63151 - L63151,1.5,NAB,43.96572,15.7278,LC63151,ŽC6067,0.3,Bulić
2022,DC,DC56,56,5306,Skradin,,2120.0,3539.0,ŽC6075,DC33,Ž6075 - D33,8.7,NAB,43.81787,15.92582,ŽC6075,DC33,8.7,Skradin
2022,DC,DC56,56,5413,Kljake,,1527.0,1785.0,ŽC6097,ŽC6099,Ž6097 - Ž6099,4.6,NAB,43.778229,16.326668,ŽC6097,ŽC6099,4.6,Kljake
2022,DC,DC56,56,5503,Progon - jug,jug,2779.0,3217.0,DC219,ŽC6116,D219 - Ž6116,2.1,PAB,,,,,,
2022,DC,DC57,57,3802,Negoslavci - jug,jug,1127.0,1395.0,LC46013,ŽC4195,L46013 - Ž4195,3.3,PAB,,,,,,
2022,DC,DC57,57,3805,Lipovac - sjever,sjever,505.0,734.0,LC46052,LC46061,L46052 - L46061,0.8,PAB,,,,,,
2022,DC,DC58,58,5326,Bioci,,11341.0,13322.0,luka,DC8,luka - D8,3.0,NAB,43.71928,15.90977,luka,DC8,3.0,Bioci
2022,DC,DC58,58,5320,Donje Polje,,4784.0,6489.0,DC8,DC531,D8 - D531,9.4,NAB,43.68305,15.9713,DC8,DC531,9.4,Donje Polje
2022,DC,DC58,58,5406,Seget Donji,,2718.0,4167.0,ŽC6129,DC8,Ž6129 - D8,8.9,NAB,43.520073,16.221039,ŽC6129,DC8,8.9,Seget Donji
2022,DC,DC59,59,5006,Radučić - istok,istok,1118.0,1639.0,LC65008,ŽC6054,L65008 - Ž6054,6.0,PAB,,,,,,
2022,DC,DC59,59,5302,Kistanje,,970.0,1733.0,ŽC6026,ŽC6090,Ž6026 - Ž6090,9.8,PAB,,,,,,
2022,DC,DC59,59,5319,Čista Mala - jug,jug,2504.0,5958.0,ŽC6071,DC27,Ž6071 - D27,6.0,NAB,43.884425,15.769527,ŽC6069,DC27,6.0,Čista Mala - jug
2022,DC,DC59,59,5324,Dubrava kod Tisna,,1951.0,3692.0,LC65031,DC8,L65031 - D8,7.0,PAB,43.81707,15.70778,LC65031,DC8,7.0,Dubrava kod Tisna
2022,DC,DC60,60,5505,Trilj,,6208.0,6780.0,ŽC6124,LC67083,Ž6124 - L67083,1.6,PAB,,,,,,
