counter_id,category,oznaka_ceste,naziv,od,do,length_km,lat,lon,matched_oznaka_ceste,kategorija_full,seg_id,dist_m,match_method,confidence
1222,DC,DC24,Novi Marof - zapad,LC25134,LC25132,0.9,46.183892,16.342777,DC24,državna cesta,1614,2543.893736245136,exact_road_name,low
1230,DC,DC24,Konjščina,LC22022,DC540,0.8,46.05329,16.17126,DC24,državna cesta,1614,0.889518817126184,exact_road_name,high
1231,DC,DC29,Zlatar Bistrica,DC14,ŽC2202,1.9,46.035692,16.090064,DC29,državna cesta,2097,0.9609352272733596,exact_road_name,high
1233,DC,DC22,Možđenec,DC3,DC24,2.3,46.149692,16.3613,DC22,državna cesta,1269,0.31225324843387114,exact_road_name,high
1234,DC,DC3,Čakovec,DC20,DC209,6.9,46.375258,16.464133,DC3,državna cesta,2155,0.6867029059226156,exact_road_name,high
1235,DC,DC2,Hrašćica,ŽC2037,DC35,6.8,46.315776,16.291403,DC2,državna cesta,511,0.9895920385295685,exact_road_name,high
1237,DC,DC24,Ljubešćica,LC25219,LC25150,1.3,46.155842,16.373933,DC24,državna cesta,1613,1.917070342640265,exact_road_name,high
1238,ZC,ŽC2264,Poznanovec,ŽC2201,ŽC2168,0.8,46.052241,16.037029,ŽC2264,županijska cesta,1558,0.869223525133268,exact_road_name,high
1239,LC,LC20033,Vularija,G.A.P.,LC20028,0.6,46.33413,16.46712,LC20033,lokalna cesta,682,6.503335216964601,exact_road_name,high
1240,ZC,ŽC2015,Nedelišće,LC20052,DC3,1.4,46.38227,16.37432,ŽC2015,županijska cesta,780,10.584359109667972,exact_road_name,high
1241,ZC,ŽC2009,Macinec,LC20056,DC208,1.5,46.38542,16.32487,ŽC2009,županijska cesta,768,11.674420282522183,exact_road_name,high
1242,ZC,ŽC2005,Selnica,ŽC2006,ŽC2253,2.0,46.4858,16.40383,ŽC2005,županijska cesta,717,6.820157614073948,exact_road_name,high
1243,DC,DC227,Brezje,ŽC2015,DC209,2.4,46.41358,16.40743,DC227,državna cesta,1569,10.865852459607304,exact_road_name,high
1244,DC,DC2,Trnovec Bartolovečki,ŽC2053,LC25082,1.8,46.297936,16.420761,DC2,državna cesta,455,1.850355310169127,exact_road_name,high
1245,DC,DC3,Paka,ŽC2134,ŽC2171,2.1,46.11868,16.29383,DC3,državna cesta,2110,1.6695999766159788,exact_road_name,high
1248,LC,LC26003,Vukovec,DC22,LC26047,2.8,46.10798,16.4193,LC26003,lokalna cesta,1895,3.8427802141317264,exact_road_name,high
1249,ZC,ŽC2002,Jalšovec,LC20084,DC227,1.2,46.49885,16.29997,ŽC2002,županijska cesta,660,9.40842207094371,exact_road_name,high
1250,ZC,ŽC2063,Črešnjevo,ŽC2066,LC25074,2.2,46.25505,16.28435,ŽC2063,županijska cesta,916,6.86765253532237,exact_road_name,high
1251,ZC,ŽC2175,Kračevec,LC25158,LC25163,3.9,46.08183,16.3071,ŽC2175,županijska cesta,1178,6.259417982791615,exact_road_name,high
1252,LC,LC25150,Ljubešćica - istok,DC24,LC25147,2.8,46.16193,16.38968,LC25150,lokalna cesta,1807,4.782242930411197,exact_road_name,high
1253,ZC,ŽC2050,Remetinec,LC25128,LC25130,1.3,46.18618,16.32962,ŽC2050,županijska cesta,877,3.737280154300697,exact_road_name,high
1254,ZC,ŽC2101,Vulišinec,LC25108,ŽC2058,2.5,46.21677,16.03623,ŽC2101,županijska cesta,1018,2.2102469659977744,exact_road_name,high
1256,DC,DC3,Nedelišće - centar,DC209,ŽC2015,1.9,46.3768,16.38268,DC3,državna cesta,2149,3.2509998327631418,exact_road_name,high
1265,DC,DC528,Kneginec Donji,DC2,ŽC2070,1.4,46.26492,16.37812,DC528,državna cesta,5614,2.6949598615881865,exact_road_name,high
1266,DC,DC2,Poljana Biškupečka,ŽC2050,DC528,4.2,46.2684,16.34303,DC2,državna cesta,511,6.2165789754189715,exact_road_name,high
1267,DC,DC35,Vidovec,DC2,ŽC2061,4.1,46.28547,16.25828,DC35,državna cesta,3246,2.472310354194401,exact_road_name,high
1268,DC,DC22,Orehovec,ŽC2176,ŽC2177,0.2,46.0778,16.45577,DC22,državna cesta,1269,0.3257427972006911,exact_road_name,high
1269,DC,DC24,Varaždinske Toplice,DC526,LC25143,0.9,46.20717,16.4313,DC24,državna cesta,1620,0.5414501706289447,exact_road_name,high
1270,DC,DC3,Novi Marof obilaznica,ŽC2269,ŽC2136,1.9,46.17943,16.34636,DC3,državna cesta,2115,3.641844732252178,exact_road_name,high
1307,DC,DC2,Ludbreg - zapad,LC25094,ŽC2075,1.9,46.261976,16.581056,DC2,državna cesta,454,1.7075407482506937,exact_road_name,high
1308,DC,DC2,Ludbreg - istok,LC25187,LC25187,0.75,46.2409,16.6311,DC2,državna cesta,514,1.0912094874562803,exact_road_name,high
1310,DC,DC41,Peteranec,ŽC2114,ŽC2113,1.3,46.19863,16.90018,DC41,državna cesta,3731,1.8879557209705786,exact_road_name,high
1311,DC,DC41,Sokolovac,LC26073,ŽC2181,0.5,46.107794,16.709016,DC41,državna cesta,3734,2.908407095943987,exact_road_name,high
1312,DC,DC2,Plavšinac,LC26034,LC26100,1.6,46.096874,16.928907,DC2,državna cesta,435,0.021953513861250485,exact_road_name,high
1314,DC,DC43,Hampovica,ŽC2183,ŽC2236,9.8,46.015649,16.948873,DC43,državna cesta,4339,1.3186193916159996,exact_road_name,high
1316,ZC,ŽC2143,Hudovljani,LC26094,LC26094,3.8,46.078917,16.802638,ŽC2143,županijska cesta,1124,1.7176891949448536,exact_road_name,high
1317,ZC,ŽC3002,Križevci,LC26064,ŽC3034,1.8,46.022118,16.532021,ŽC3002,županijska cesta,2230,6.6382988098138105,exact_road_name,high
1318,ZC,ŽC2114,Sigetec,ŽC2113,LC26032,2.0,46.192012,16.913831,ŽC2114,županijska cesta,1055,0.8408389596791955,exact_road_name,high
1319,DC,DC20,Ivanovec,ŽC2022,A4,1.7,46.353715,16.516356,DC20,državna cesta,610,1.6367593662522923,exact_road_name,high
1320,LC,LC20039,Prelog,LC20038,LC20091,2.5,46.3236,16.63718,LC20039,lokalna cesta,695,7.175196528585775,exact_road_name,high
1321,ZC,ŽC2040,Kotoriba,LC20045,ŽC2041,2.2,46.34263,16.8108,ŽC2040,županijska cesta,844,3.3202700514405437,exact_road_name,high
1322,ZC,ŽC2003,Turčišće,LC20030,ŽC2023,2.8,46.42007,16.5971,ŽC2003,županijska cesta,670,5.289052118351551,exact_road_name,high
1323,DC,DC2,Koprivnica - jug,DC41,DC41,2.9,46.14937,16.8141,DC2,državna cesta,435,3.9586258533725003,exact_road_name,high
1324,DC,DC20,Koprivnica - sjever,LC26154,DC2,4.5,46.19973,16.84765,DC20,državna cesta,614,4.73875096796789,exact_road_name,high
1325,ZC,ŽC2150,Delovi,ŽC2147,DC2,6.3,46.119641,16.957428,ŽC2150,županijska cesta,1131,0.11224127307375244,exact_road_name,high
1326,ZC,ŽC2081,Rasinja,DC2,LC26004,2.1,46.19775,16.71362,ŽC2081,županijska cesta,980,2.844227142251938,exact_road_name,high
1327,ZC,ŽC2209,"Križevci, Teslina ulica",DC22,LC26067,0.8,46.0184,16.5374,ŽC2209,županijska cesta,1383,1.0261742850373599,exact_road_name,high
1328,ZC,ŽC2076,Veliki Otok,LC26126,DC20,3.9,46.28737,16.80552,ŽC2076,županijska cesta,965,1.867357582782039,exact_road_name,high
1329,ZC,ŽC2183,Virje,DC2,DC43,4.6,46.05653,16.9896,ŽC2183,županijska cesta,1199,4.831568274298317,exact_road_name,high
1330,ZC,ŽC2081,Rasinja - sjever,LC26008,DC2,3.2,46.20015,16.71948,ŽC2081,županijska cesta,979,16.01800442305388,exact_road_name,high
1331,ZC,ŽC2089,"Križevci, Lepušićeva ulica",ŽC2180,DC22,5.8,46.04292,16.5414,ŽC2089,županijska cesta,997,6.790606521266302,exact_road_name,high
1332,ZC,ŽC2212,Križevački Lemeš,DC41,ŽC2228,4.6,46.02193,16.58047,ŽC2212,županijska cesta,1404,2.2325612656364084,exact_road_name,high
1333,ZC,ŽC2022,Mala Subotica,LC20035,DC20,2.3,46.36703,16.52417,ŽC2022,županijska cesta,794,3.1641537868124074,exact_road_name,high
1334,ZC,ŽC2026,Prelog - sjever,LC20058,DC20,3.5,46.34115,16.6252,ŽC2026,županijska cesta,803,9.841833417530223,exact_road_name,high
1335,ZC,ŽC2033,Čehovec,LC20058,DC20,3.1,46.35233,16.61455,ŽC2033,županijska cesta,818,2.922426692863522,exact_road_name,high
1336,ZC,ŽC2072,Struga,LC25099,LC25100,5.1,46.29743,16.65775,ŽC2072,županijska cesta,953,0.4267843957707371,exact_road_name,high
1339,DC,DC3,Hodošan - zapad,ŽC2034,ŽC2033,2.7,46.38503,16.63537,DC3,državna cesta,2171,9.856022942279784,exact_road_name,high
1340,DC,DC20,Prelog - istok,ŽC2026,LC20040,1.8,46.34068,16.63557,DC20,državna cesta,614,5.885445343541343,exact_road_name,high
1403,DC,DC2,Đurđevac,ŽC2247,LC26112,3.3,46.027616,17.074317,DC2,državna cesta,527,5.690830898562314,exact_road_name,high
1404,ZC,ŽC2114,Molve,LC26037,DC210,3.3,46.12343,17.03022,ŽC2114,županijska cesta,1056,1.9179715476350436,exact_road_name,high
1408,DC,DC210,Repaš,ŽC2116,LC26037,3.1,46.13163,17.07852,DC210,državna cesta,1016,4.92002576810211,exact_road_name,high
1702,DC,DC32,Smrečje,LC58005,ŽC5185,1.3,45.535158,14.651,DC32,državna cesta,2812,2.5469197254667866,exact_road_name,high
1805,DC,DC228,Kamanje,ŽC3097,ŽC3296,7.5,45.644586,15.441877,DC228,državna cesta,1571,6.850914374867952,exact_road_name,high
1806,DC,DC6,Jurovski Brod,DC228,LC34005,0.6,45.630308,15.321817,DC6,državna cesta,6044,12.744802334633468,exact_road_name,high
1807,ZC,ŽC3297,Podbrežje,LC31185,ŽC3099,3.2,45.62357,15.48915,ŽC3297,županijska cesta,2942,2.565118101442884,exact_road_name,high
1927,DC,DC1,Veliko Trgovišće,DC307,ŽC2217,4.5,45.99009,15.851,DC1,državna cesta,68,4.75379268746439,exact_road_name,high
1928,DC,DC1,Izimje,ŽC3102,LC31136,2.5,45.63189,15.608176,DC1,državna cesta,21,0.7544331560190697,exact_road_name,high
1929,DC,DC1,Klinča Sela,DC543,LC31143,1.7,45.690829,15.733237,DC1,državna cesta,20,2.1367463106272035,exact_road_name,high
1932,ZC,ŽC2186,Zaprešić - sjever,ŽC2195,ŽC2262,1.8,45.880994,15.798199,ŽC2186,županijska cesta,1218,2.921224376776559,exact_road_name,high
1933,DC,DC231,Sveta Nedelja,ŽC3061,A3,0.6,45.800862,15.782704,DC231,državna cesta,1593,0.3723746321356201,exact_road_name,high
1934,DC,DC228,Mahićno,ŽC3143,DC1,6.4,45.522856,15.540841,DC228,državna cesta,1571,0.9303914410597574,exact_road_name,high
1935,DC,DC1,Gornji Stupnik,LC31102,ŽC3061,1.9,45.754815,15.822892,DC1,državna cesta,20,3.0118345919936127,exact_road_name,high
1936,DC,DC307,Oroslavje,LC22069,LC22069,0.5,45.990835,15.915844,DC307,državna cesta,2381,2.555516325494766,exact_road_name,high
1937,DC,DC1,Pojatno,ŽC3036,ŽC2262,4.0,45.90432,15.81248,DC1,državna cesta,68,2.239102535196391,exact_road_name,high
1938,ZC,ŽC2217,Stubička Slatina,ŽC2218,LC22100,1.7,45.9756,15.86103,ŽC2217,županijska cesta,1424,0.8688330473796666,exact_road_name,high
1939,ZC,ŽC1037,Bregana Pisarovinska,LC31186,ŽC3106,3.1,45.61777,15.85977,ŽC1037,županijska cesta,287,2.205270658669804,exact_road_name,high
1940,ZC,ŽC2195,Pojatno - jug,LC31022,ŽC2186,1.6,45.89852,15.79827,ŽC2195,županijska cesta,1246,3.4018496181240057,exact_road_name,high
1941,ZC,ŽC2220,Ivanec Bistranski,ŽC2262,G.A.P.,3.8,45.86205,15.84063,ŽC2220,županijska cesta,1431,3.115871831498742,exact_road_name,high
1942,DC,DC546,Brlenić,ŽC3297,LC31136,3.7,45.62832,15.55158,DC546,državna cesta,5707,12.23912260755302,exact_road_name,high
1943,DC,DC543,Donja Zdenčina,DC1,ŽC3106,2.2,45.67688,15.75732,DC543,državna cesta,5688,1.4151082683057405,exact_road_name,high
1944,ZC,ŽC3106,Kupinec,LC10165,ŽC1037,6.8,45.6403,15.81367,ŽC3106,županijska cesta,2521,3.92914181359931,exact_road_name,high
1945,ZC,ŽC3102,Volavje,DC1,LC31135,4.6,45.65345,15.60833,ŽC3102,županijska cesta,2472,0.24002887634565787,exact_road_name,high
1946,ZC,ŽC3064,Rakitje,ŽC3063,LC31101,1.7,45.80047,15.82468,ŽC3064,županijska cesta,2363,8.315089421257527,exact_road_name,high
1947,ZC,ŽC3063,Bestovje,A3,ŽC3060,2.6,45.80735,15.81142,ŽC3063,županijska cesta,2352,5.741409525518824,exact_road_name,high
1953,DC,DC310,Jastrebarsko,LC31139,A1,4.6,45.6565,15.65448,DC310,državna cesta,2448,3.533108273114763,exact_road_name,high
1954,DC,DC1,Lug - jug,ŽC3146,DC228,5.7,45.54327,15.56995,DC1,državna cesta,21,4.074699932179811,exact_road_name,high
2003,DC,DC3,Blažev Dol,LC31036,ŽC3016,1.2,45.93017,16.23431,DC3,državna cesta,2156,1.1219110713147837,exact_road_name,high
2004,DC,DC29,Kašina,ŽC2224,DC3,14.1,45.93243,16.114435,DC29,državna cesta,2097,4.988546962267531,exact_road_name,high
2015,DC,DC43,Caginec,ŽC3124,ŽC3074,1.9,45.71278,16.44982,DC43,državna cesta,4323,1.483279850753739,exact_road_name,high
2016,DC,DC31,Kurilovec,A11,LC31199,11.3,45.68412,16.0557,DC31,državna cesta,2441,2.3789789901203147,exact_road_name,high
2019,DC,DC30,Lekenik,ŽC3292,LC33006,4.7,45.581152,16.212676,DC30,državna cesta,2208,0.378844102056274,exact_road_name,high
2020,DC,DC30,Žažina,DC36,ŽC3156,0.3,45.514422,16.249197,DC30,državna cesta,2208,3.7361402987171313,exact_road_name,high
2036,DC,DC26,Konak,DC10,LC31069,3.8,45.865016,16.454091,DC26,državna cesta,1880,3.05657264458465,exact_road_name,high
2037,DC,DC540,Komin,LC31003,DC3,0.3,45.997886,16.279156,DC540,državna cesta,5681,1.325744685425221,exact_road_name,high
2044,ZC,ŽC3121,Lijeva Luka,LC33011,LC33012,3.2,45.61245,16.35453,ŽC3121,županijska cesta,2667,10.021514363959184,exact_road_name,high
2049,ZC,ŽC1036,Otok Svibovski,LC10160,LC10161,3.4,45.78095,16.15712,ŽC1036,županijska cesta,286,1.4484497627127388,exact_road_name,high
2050,ZC,ŽC3034,Dugo Selo - zapad,G.A.P.,ŽC3070,1.9,45.8103,16.20345,ŽC3034,županijska cesta,2300,2.4187351679052584,exact_road_name,high
2051,ZC,ŽC3034,Lonjica,ŽC3075,LC31219,1.5,45.85882,16.32778,ŽC3034,županijska cesta,2300,0.8498050608096542,exact_road_name,high
2052,ZC,ŽC3016,Brezovec Zelinski,LC31037,ŽC3017,2.4,45.90717,16.25997,ŽC3016,županijska cesta,2257,3.131024381363669,exact_road_name,high
2053,ZC,ŽC3070,Rugvica,ŽC3034,DC43,4.8,45.77053,16.23257,ŽC3070,županijska cesta,2384,2.8931473590597068,exact_road_name,high
2102,DC,DC28,Predavac,ŽC3022,ŽC3300,0.3,45.934671,16.781608,DC28,državna cesta,2084,2.1654016690800195,exact_road_name,high
2103,DC,DC28,Sveti Ivan Žabno,ŽC3041,ŽC2229,4.1,45.936897,16.600325,DC28,državna cesta,2085,0.1027561513948292,exact_road_name,high
2104,DC,DC28,Bjelovarska obilaznica,ŽC3022,DC43,6.7,45.92668,16.84738,DC28,državna cesta,2089,3.510626369707242,exact_road_name,high
2106,DC,DC28,Prespa,DC548,ŽC3029,10.7,45.864569,16.91751,DC28,državna cesta,2090,6.064900380458127,exact_road_name,high
2108,DC,DC43,Narta - sjever,DC544,ŽC3084,5.9,45.8407,16.82257,DC43,državna cesta,4316,2.830080632751044,exact_road_name,high
2115,DC,DC45,Kapelica,LC37138,ŽC3164,11.8,45.574551,16.890605,DC45,državna cesta,4493,0.3136744006114942,exact_road_name,high
2123,DC,DC318,Klokočevac,DC28,DC43,6.0,45.93162,16.7851,DC318,državna cesta,9143,5.512139751437076,exact_road_name,high
2124,ZC,ŽC3124,Graberje Ivanićko,ŽC3125,ŽC3126,5.6,45.7078,16.476164,ŽC3124,županijska cesta,2697,0.35815399035320566,exact_road_name,high
2125,DC,DC22,Trema,LC26069,ŽC2228,0.8,45.9746,16.5857,DC22,državna cesta,1268,7.080319098604948,exact_road_name,high
2126,ZC,ŽC3124,Popovača,LC33018,ŽC3131,0.4,45.56752,16.63272,ŽC3124,županijska cesta,2700,1.3704293513183652,exact_road_name,high
2127,DC,DC36,Popovača - zapad,A3,ŽC3124,2.9,45.56722,16.61973,DC36,državna cesta,3267,0.053067516335315194,exact_road_name,high
2129,ZC,ŽC3128,Suhaja,DC26,ŽC3130,11.8,45.7316,16.63022,ŽC3128,županijska cesta,2711,8.021841776565854,exact_road_name,high
2140,DC,DC43,Kupinovac,ŽC3025,DC28,2.7,45.94422,16.88988,DC43,državna cesta,4339,0.4621769806984766,exact_road_name,high
2144,DC,DC26,Cerina,ŽC3284,DC43,4.7,45.7724,16.5738,DC26,državna cesta,1880,3.733219513960583,exact_road_name,high
2145,DC,DC43,Bjelovar,DC548,DC544,0.7,45.88257,16.81753,DC43,državna cesta,4316,4.176828962530353,exact_road_name,high
2146,DC,DC548,Bjelovar istočna obilaznica,DC43,DC28,4.5,45.90622,16.87667,DC548,državna cesta,5727,14.585527434695049,exact_road_name,high
2147,DC,DC544,Farkaševac,DC12,ŽC3042,1.1,45.88647,16.6339,DC544,državna cesta,5690,2.9179035512331732,exact_road_name,high
2152,DC,DC43,Čazma - sjever,LC37054,DC26,3.8,45.75432,16.62405,DC43,državna cesta,4316,0.2420792603688638,exact_road_name,high
2201,DC,DC2,Kloštar Podravski,ŽC2185,LC40001,3.6,45.9793,17.16465,DC2,državna cesta,527,1.4282620324627922,exact_road_name,high
2202,DC,DC5,Terezino Polje,LC40008,LC40009,0.75,45.937227,17.461143,DC5,državna cesta,4622,1.8737726501865257,exact_road_name,high
2203,DC,DC2,Virovitica,DC5,DC538,11.9,45.819035,17.425193,DC2,državna cesta,524,3.1912071442972936,exact_road_name,high
2205,DC,DC5,Grubišno Polje,ŽC3094,ŽC3139,2.7,45.70023,17.16725,DC5,državna cesta,4628,2.155202461505243,exact_road_name,high
2206,DC,DC5,Končanica - zapad,LC37118,ŽC3138,2.3,45.641916,17.161156,DC5,državna cesta,4619,7.798500668392336,exact_road_name,high
2207,DC,DC45,Veliki Zdenci,DC28,ŽC3136,4.3,45.649075,17.076136,DC45,državna cesta,4492,0.6959388209246617,exact_road_name,high
2213,DC,DC5,Badljevina,ŽC3272,LC41002,0.4,45.51227,17.192326,DC5,državna cesta,4636,0.11897898034382164,exact_road_name,high
2214,DC,DC5,Virovitica obilaznica sj.,DC538,DC2,6.1,45.848676,17.370312,DC5,državna cesta,4622,0.3094197345806367,exact_road_name,high
2215,DC,DC5,Virovitica obilaznica jug,DC2,DC2,4.2,45.834484,17.350603,DC5,državna cesta,4628,11.990962714383327,exact_road_name,high
2216,ZC,ŽC3272,Badljevina - istok,ŽC3172,DC5,4.4,45.51385,17.2025,ŽC3272,županijska cesta,2910,9.736282413750548,exact_road_name,high
2217,DC,DC2,Pitomača - istok,ŽC4002,LC40005,5.4,45.943173,17.239203,DC2,državna cesta,527,0.7315369707795953,exact_road_name,high
2218,DC,DC26,Uljanik,ŽC3168,ŽC3169,6.9,45.5444,17.03037,DC26,državna cesta,1882,7.051277992933783,exact_road_name,high
2219,DC,DC80,Pepelana,LC40044,LC40031,4.6,45.74383,17.49835,DC80,državna cesta,9072,1.152267385132139,exact_road_name,high
2220,ZC,ŽC4002,Otrovanec,DC2,LC40002,3.2,45.93257,17.21563,ŽC4002,županijska cesta,3439,8.14990075951633,exact_road_name,high
2221,ZC,ŽC4007,Rogovac,DC2,ŽC4008,4.5,45.90542,17.29468,ŽC4007,županijska cesta,3496,1.5426582774061601,exact_road_name,high
2222,ZC,ŽC4022,Borova,G.A.P.,LC40024,2.3,45.78817,17.45792,ŽC4022,županijska cesta,3534,5.375172232722945,exact_road_name,high
2223,ZC,ŽC3133,Ladislav,DC28,ŽC3132,8.0,45.70797,17.0306,ŽC3133,županijska cesta,2722,0.032401147602705786,exact_road_name,high
2224,DC,DC80,Koreničani,ŽC3094,LC40022,12.4,45.65712,17.35838,DC80,državna cesta,9071,0.9166001610267164,exact_road_name,high
2225,ZC,ŽC3027,Šandrovac,ŽC3029,ŽC2232,2.5,45.90677,17.01952,ŽC3027,županijska cesta,2278,2.432580590042865,exact_road_name,high
2230,DC,DC5,Doljani,ŽC3170,ŽC3172,2.3,45.5825,17.22197,DC5,državna cesta,4632,2.9254027052979765,exact_road_name,high
2232,DC,DC538,Brezik,DC5,ŽC4005,9.6,45.86018,17.40702,DC538,državna cesta,5664,3.003639816011001,exact_road_name,high
2302,DC,DC2,Cabuna,LC40034,LC40036,2.9,45.749072,17.589238,DC2,državna cesta,524,2.970537583357164,exact_road_name,high
2305,DC,DC2,Čačinci - jug,ŽC4063,LC40085,3.7,45.585871,17.887112,DC2,državna cesta,501,1.8869241147966977,exact_road_name,high
2306,DC,DC69,Voćin,ŽC4044,LC40069,0.6,45.620538,17.554256,DC69,državna cesta,7285,1.5472786684969662,exact_road_name,high
2307,DC,DC2,Slatina obilaznica,ŽC4296,ŽC4025,4.8,45.7225,17.6726,DC2,državna cesta,524,3.3800461661853327,exact_road_name,high
2308,ZC,ŽC4030,Krčenik,DC34,ŽC4045,10.2,45.75367,17.96798,ŽC4030,županijska cesta,3559,4.8700108757221425,exact_road_name,high
2309,ZC,ŽC4024,Čađavica,LC40041,DC34,5.3,45.76377,17.83185,ŽC4024,županijska cesta,3538,4.493173666482303,exact_road_name,high
2310,ZC,ŽC4024,Suhopolje,DC538,LC40027,1.8,45.80928,17.52287,ŽC4024,županijska cesta,3536,2.4576169857802563,exact_road_name,high
2311,ZC,ŽC4030,Crnac,ŽC4045,LC40065,2.8,45.68133,17.93488,ŽC4030,županijska cesta,3557,0.9646189323161103,exact_road_name,high
2312,ZC,ŽC4030,Orahovica,ŽC4070,LC40080,1.3,45.52767,17.87872,ŽC4030,županijska cesta,3570,4.587621071975746,exact_road_name,high
2401,DC,DC53,Donji Miholjac - sjever,GP,ŽC4295,3.9,45.771658,18.177166,DC53,državna cesta,5625,0.34756530356563087,exact_road_name,high
2403,DC,DC517,Belišće - sjever,ŽC4033,LC44026,2.1,45.72068,18.432963,DC517,državna cesta,5440,4.111040687586445,exact_road_name,high
2405,DC,DC34,Šag,ŽC4051,LC44028,2.8,45.64141,18.461545,DC34,državna cesta,3136,2.8575672165803203,exact_road_name,high
2406,DC,DC2,Bizovac - zapad,ŽC4067,ŽC4060,0.4,45.59166,18.4573,DC2,državna cesta,529,2.206683990801811,exact_road_name,high
2407,DC,DC2,Našice,LC44044,LC44045,1.7,45.525098,18.140254,DC2,državna cesta,529,1.1689961732085483,exact_road_name,high
2409,DC,DC53,Velimirovac,ŽC4075,LC44044,0.24,45.524946,18.096453,DC53,državna cesta,5627,0.3373557660352174,exact_road_name,high
2411,DC,DC34,Podravska Moslavina,ŽC4030,ŽC4031,8.1,45.765266,18.028231,DC34,državna cesta,3134,4.3588552644931315,exact_road_name,high
2412,ZC,ŽC4075,Pribiševci,ŽC4076,DC53,2.8,45.53087,18.09035,ŽC4075,županijska cesta,3690,7.860630816452408,exact_road_name,high
2413,ZC,ŽC4031,Šljivoševci,DC53,ŽC4049,2.6,45.656905,18.216835,ŽC4031,županijska cesta,3578,14.508894182184404,exact_road_name,high
2414,ZC,ŽC4050,Belišće - istok,DC517,ŽC4051,3.3,45.67365,18.41348,ŽC4050,županijska cesta,3618,3.4449470720848763,exact_road_name,high
2415,DC,DC517,Harkanovci,LC44050,LC44020,2.8,45.58928,18.3323,DC517,državna cesta,5435,0.9680837022059411,exact_road_name,high
2416,ZC,ŽC4067,Brođanci,DC2,ŽC4081,5.3,45.54462,18.44967,ŽC4067,županijska cesta,3670,2.986479436796103,exact_road_name,high
2417,DC,DC53,Donji Miholjac,ŽC4295,DC34,2.4,45.7607,18.18113,DC53,državna cesta,5625,12.004913627430984,exact_road_name,high
2418,DC,DC515,Našice obilaznica,DC2,ŽC4168,2.0,45.5074,18.11903,DC515,državna cesta,5397,5.538019114492773,exact_road_name,high
2419,DC,DC34,Donji Miholjac obilaznica,ŽC4032,DC53,2.5,45.74657,18.16528,DC34,državna cesta,3134,5.691634028625416,exact_road_name,high
2501,DC,DC7,Duboševica,GP,ŽC4011,1.0,45.886875,18.660417,DC7,državna cesta,7404,1.8411108275347838,exact_road_name,high
2502,DC,DC212,Suza,ŽC4037,LC44011,4.9,45.77276,18.764018,DC212,državna cesta,1078,1.804237484783232,exact_road_name,high
2503,DC,DC7,Karanac (Beli Manastir),DC520,DC212,3.7,45.75026,18.640507,DC7,državna cesta,7397,1.494274085350576,exact_road_name,high
2506,DC,DC518,Podravlje,ŽC4257,DC2,4.0,45.569688,18.709542,DC518,državna cesta,5480,7.5614086099290505,exact_road_name,high
2509,DC,DC518,Brijest,DC2,LC44110,7.5,45.516884,18.675051,DC518,državna cesta,5480,0.27383456862350625,exact_road_name,high
2511,DC,DC213,Bijelo Brdo,LC44084,LC44085,3.9,45.516365,18.887531,DC213,državna cesta,1097,7.030392764525971,exact_road_name,high
2512,DC,DC7,Čepin,DC2,DC4247,3.5,45.545049,18.612394,DC7,državna cesta,7401,0.8844802843697623,exact_road_name,high
2513,DC,DC7,Osijek sj. obilaznica,DC426,DC2,1.0,45.561664,18.630554,DC7,državna cesta,7396,7.4272592755703615,exact_road_name,high
2517,DC,DC417,Osijek luka,Osijek,DC213,5.7,45.53995,18.7635,DC417,državna cesta,4000,2.017115700831371,exact_road_name,high
2518,ZC,ŽC4041,Jagodnjak,DC517,ŽC4054,13.9,45.69785,18.6063,ŽC4041,županijska cesta,3602,4.387609749045303,exact_road_name,high
2519,ZC,ŽC4042,Lug,LC44139,ŽC4056,6.2,45.6658,18.75995,ŽC4042,županijska cesta,3606,14.378067646109367,exact_road_name,high
2520,ZC,ŽC4085,Livana,ŽC4247,G.A.P.,1.9,45.52865,18.605824,ŽC4085,županijska cesta,3703,8.713136838889527,exact_road_name,high
2521,ZC,ŽC4257,Mece,LC44033,ŽC4042,6.2,45.62138,18.71712,ŽC4257,županijska cesta,4272,21.722024635067992,exact_road_name,high
2530,DC,DC34,Petrijevci obilaznica,LC44055,ŽC4301,1.5,45.6064,18.53838,DC34,državna cesta,3136,1.267481770722991,exact_road_name,high
2533,DC,DC517,Beli Manastir obilaznica,ŽC4293,DC550,0.6,45.77195,18.5845,DC517,državna cesta,5441,7.753165197339356,exact_road_name,high
2701,DC,DC200,Plovanija,GP,DC510,2.2,45.455965,13.63487,DC200,državna cesta,640,0.291013540025556,exact_road_name,high
2702,ZC,ŽC5220,Kaštel,DC510,LC50012,3.2,45.444182,13.655949,ŽC5220,županijska cesta,9104,3.9948674508271687,exact_road_name,high
2704,DC,DC201,Štrped,LC50023,LC50026,2.3,45.43562,13.9427,DC201,državna cesta,771,2.0189134892916267,exact_road_name,high
2706,DC,DC44,Fontana,LC50029,ŽC5013,2.9,45.40508,13.95193,DC44,državna cesta,4375,0.2885864144009766,exact_road_name,high
2707,DC,DC200,Sveti Ivan,LC50015,ŽC5008,6.0,45.373965,13.706021,DC200,državna cesta,634,2.629948525270402,exact_road_name,high
